hub_id,status,opened,closed,existing_T_j,opened_new_hub,stocked_part_count,assignment_count,fixed_open_cost_if_open
H126,OPEN,1,0,0,1,452,1053,500000.0
H127,CLOSED,0,1,0,0,0,0,0.0
H128,OPEN,1,0,0,1,396,823,500000.0
H129,CLOSED,0,1,1,0,0,0,0.0
H130,CLOSED,0,1,1,0,0,0,0.0
H131,CLOSED,0,1,1,0,0,0,0.0
H132,OPEN,1,0,1,0,350,563,500000.0
H133,CLOSED,0,1,1,0,0,0,0.0
H134,CLOSED,0,1,1,0,0,0,0.0
H135,OPEN,1,0,1,0,483,1531,500000.0
H136,CLOSED,0,1,0,0,0,0,0.0
H137,OPEN,1,0,1,0,302,475,500000.0
H138,CLOSED,0,1,1,0,0,0,0.0
H139,OPEN,1,0,1,0,297,535,500000.0
H140,CLOSED,0,1,1,0,0,0,0.0
H141,OPEN,1,0,0,1,273,411,500000.0
H142,OPEN,1,0,0,1,415,2195,500000.0
H143,OPEN,1,0,1,0,430,1390,500000.0
H144,OPEN,1,0,0,1,489,2468,500000.0
H145,CLOSED,0,1,1,0,0,0,0.0
H146,OPEN,1,0,0,1,376,636,500000.0
H147,CLOSED,0,1,1,0,0,0,0.0
H148,OPEN,1,0,1,0,342,661,500000.0
H149,CLOSED,0,1,1,0,0,0,0.0
H150,OPEN,1,0,0,1,395,892,500000.0
H151,OPEN,1,0,0,1,340,542,500000.0
H152,OPEN,1,0,1,0,386,777,500000.0
H153,OPEN,1,0,1,0,496,2695,500000.0
H154,CLOSED,0,1,0,0,0,0,0.0
H155,OPEN,1,0,1,0,472,1615,500000.0
H156,OPEN,1,0,0,1,251,380,500000.0
H157,CLOSED,0,1,1,0,0,0,0.0
H158,OPEN,1,0,0,1,358,626,500000.0
H159,CLOSED,0,1,1,0,0,0,0.0
H160,CLOSED,0,1,1,0,0,0,0.0
H161,CLOSED,0,1,1,0,0,0,0.0
H162,CLOSED,0,1,1,0,0,0,0.0
H163,OPEN,1,0,1,0,404,818,500000.0
H164,CLOSED,0,1,1,0,0,0,0.0
H165,OPEN,1,0,1,0,400,874,500000.0
H166,OPEN,1,0,1,0,508,1959,500000.0
H167,OPEN,1,0,0,1,225,289,500000.0
H168,OPEN,1,0,1,0,285,423,500000.0
H169,CLOSED,0,1,0,0,0,0,0.0
H170,OPEN,1,0,1,0,312,501,500000.0
H171,OPEN,1,0,1,0,360,684,500000.0
H172,CLOSED,0,1,1,0,0,0,0.0
H173,CLOSED,0,1,1,0,0,0,0.0
H174,OPEN,1,0,1,0,404,934,500000.0
H175,OPEN,1,0,1,0,578,3637,500000.0
H176,OPEN,1,0,1,0,542,1967,500000.0
H177,OPEN,1,0,0,1,420,2732,500000.0
H178,OPEN,1,0,0,1,401,778,500000.0
H179,OPEN,1,0,0,1,350,866,500000.0
H180,OPEN,1,0,0,1,446,1802,500000.0
H181,OPEN,1,0,0,1,488,2268,500000.0
H182,OPEN,1,0,1,0,351,721,500000.0
H183,OPEN,1,0,1,0,472,2295,500000.0
H184,CLOSED,0,1,1,0,0,0,0.0
H185,OPEN,1,0,0,1,395,840,500000.0
H186,CLOSED,0,1,1,0,0,0,0.0
H187,CLOSED,0,1,1,0,0,0,0.0
H188,OPEN,1,0,1,0,459,1088,500000.0
H189,OPEN,1,0,1,0,430,1617,500000.0
H190,CLOSED,0,1,1,0,0,0,0.0
H191,OPEN,1,0,1,0,335,538,500000.0
H192,OPEN,1,0,1,0,368,666,500000.0
H193,CLOSED,0,1,1,0,0,0,0.0
H194,OPEN,1,0,1,0,345,702,500000.0
H195,OPEN,1,0,0,1,225,309,500000.0
H196,OPEN,1,0,1,0,266,415,500000.0
H197,OPEN,1,0,1,0,503,2431,500000.0
H198,OPEN,1,0,1,0,319,515,500000.0
H199,OPEN,1,0,1,0,409,977,500000.0
H200,OPEN,1,0,1,0,463,1166,500000.0
