hub_id,status,opened,closed,existing_T_j,opened_new_hub,stocked_part_count,assignment_count,fixed_open_cost_if_open
H001,OPEN,1,0,1,0,317,511,500000.0
H002,OPEN,1,0,1,0,328,522,500000.0
H003,CLOSED,0,1,0,0,0,0,0.0
H004,OPEN,1,0,1,0,488,1255,500000.0
H005,OPEN,1,0,0,1,380,713,500000.0
H006,CLOSED,0,1,1,0,0,0,0.0
H007,OPEN,1,0,1,0,479,1378,500000.0
H008,CLOSED,0,1,1,0,0,0,0.0
H009,CLOSED,0,1,1,0,0,0,0.0
H010,OPEN,1,0,1,0,228,309,500000.0
H011,OPEN,1,0,1,0,321,567,500000.0
H012,OPEN,1,0,1,0,329,670,500000.0
H013,OPEN,1,0,1,0,577,4688,500000.0
H014,CLOSED,0,1,1,0,0,0,0.0
H015,CLOSED,0,1,0,0,0,0,0.0
H016,OPEN,1,0,1,0,387,679,500000.0
H017,OPEN,1,0,1,0,359,607,500000.0
H018,OPEN,1,0,1,0,399,984,500000.0
H019,CLOSED,0,1,1,0,0,0,0.0
H020,CLOSED,0,1,0,0,0,0,0.0
H021,CLOSED,0,1,0,0,0,0,0.0
H022,OPEN,1,0,0,1,407,1863,500000.0
H023,CLOSED,0,1,0,0,0,0,0.0
H024,OPEN,1,0,1,0,416,1164,500000.0
H025,OPEN,1,0,0,1,464,1712,500000.0
H026,OPEN,1,0,1,0,341,620,500000.0
H027,OPEN,1,0,0,1,448,909,500000.0
H028,OPEN,1,0,1,0,330,545,500000.0
H029,OPEN,1,0,1,0,548,3464,500000.0
H030,OPEN,1,0,0,1,293,417,500000.0
H031,OPEN,1,0,1,0,530,2004,500000.0
H032,CLOSED,0,1,1,0,0,0,0.0
H033,OPEN,1,0,1,0,253,360,500000.0
H034,OPEN,1,0,0,1,242,316,500000.0
H035,CLOSED,0,1,1,0,0,0,0.0
H036,CLOSED,0,1,0,0,0,0,0.0
H037,OPEN,1,0,1,0,470,1328,500000.0
H038,CLOSED,0,1,1,0,0,0,0.0
H039,CLOSED,0,1,1,0,0,0,0.0
H040,CLOSED,0,1,1,0,0,0,0.0
H041,OPEN,1,0,1,0,392,731,500000.0
H042,CLOSED,0,1,1,0,0,0,0.0
H043,OPEN,1,0,1,0,344,596,500000.0
H044,CLOSED,0,1,0,0,0,0,0.0
H045,OPEN,1,0,1,0,375,768,500000.0
