t_seconds,phase,depth,rss_mb,batch_id
0.0004,data_load,1,103.281,
0.0562,data_load,1,109.625,
0.0565,batch_build,1,109.625,
0.0870,batch_build,1,110.371,
0.0923,preflight,1,110.371,
0.5172,preflight.pyqubo_express,2,129.891,
0.5173,preflight.pyqubo_express,2,129.891,
0.5968,preflight.pyqubo_express,2,130.406,
0.5970,preflight.pyqubo_compile,2,130.406,
0.6438,preflight.pyqubo_compile,2,187.789,
0.6513,preflight.to_qubo,2,187.789,
0.6993,preflight.to_qubo,2,198.016,
0.7357,preflight,1,194.688,
0.7988,solve,1,195.406,
1.0428,solve,1,195.406,
1.2163,solve.pyqubo_express,2,196.438,
1.2962,solve.pyqubo_express,2,196.695,
1.2964,solve.pyqubo_compile,2,196.695,
1.3463,solve.pyqubo_compile,2,254.332,
1.3548,solve.to_qubo,2,254.332,
1.4030,solve.to_qubo,2,261.809,
1.4049,solve,1,261.809,
1.4066,solve,1,261.809,
1.4074,solve.va_model_build,2,261.809,
2.1023,solve.va_model_build,2,262.840,
2.1139,solve.va_model_build,2,326.777,
2.1141,solve.va_sample,2,326.777,
2.6026,solve.va_sample,2,327.035,
3.1029,solve.va_sample,2,327.035,
3.6031,solve.va_sample,2,327.035,
4.1034,solve.va_sample,2,327.035,
4.6037,solve.va_sample,2,327.035,
5.1039,solve.va_sample,2,327.035,
5.6042,solve.va_sample,2,327.035,
6.1044,solve.va_sample,2,327.035,
6.6047,solve.va_sample,2,327.035,
7.1049,solve.va_sample,2,327.035,
7.6051,solve.va_sample,2,327.035,
8.1054,solve.va_sample,2,327.035,
8.6057,solve.va_sample,2,327.035,
9.1059,solve.va_sample,2,327.035,
9.6062,solve.va_sample,2,327.035,
10.1064,solve.va_sample,2,327.035,
10.6066,solve.va_sample,2,327.035,
11.1069,solve.va_sample,2,327.035,
11.6071,solve.va_sample,2,327.035,
12.1074,solve.va_sample,2,327.035,
12.6076,solve.va_sample,2,327.035,
13.1079,solve.va_sample,2,327.035,
13.6081,solve.va_sample,2,327.035,
14.1083,solve.va_sample,2,327.035,
