hub_id,part_id,part_cost_P_k,hub_existing_T_j,new_hub_transfer_cost
H001,P0001,176.76,0,50.0
H001,P0002,108.69,0,50.0
H001,P0003,166.06,0,50.0
H001,P0004,34.77,0,50.0
H001,P0005,362.15,0,50.0
H001,P0007,145.2,0,50.0
H001,P0008,266.5,0,50.0
H001,P0009,84.25,0,50.0
H001,P0010,1446.53,0,50.0
H001,P0011,430.68,0,50.0
H001,P0012,424.22,0,50.0
H001,P0013,160.44,0,50.0
H001,P0014,73.83,0,50.0
H001,P0015,219.64,0,50.0
H001,P0016,72.66,0,50.0
H001,P0018,172.97,0,50.0
H001,P0019,425.6,0,50.0
H001,P0020,208.21,0,50.0
H001,P0021,160.14,0,50.0
H001,P0022,487.96,0,50.0
H001,P0023,126.13,0,50.0
H001,P0025,88.44,0,50.0
H001,P0026,519.91,0,50.0
H001,P0027,144.07,0,50.0
H001,P0028,83.54,0,50.0
H001,P0029,24.05,0,50.0
H001,P0030,54.73,0,50.0
H001,P0031,185.5,0,50.0
H001,P0032,237.18,0,50.0
H001,P0033,625.97,0,50.0
H001,P0034,74.81,0,50.0
H001,P0035,219.22,0,50.0
H001,P0036,449.44,0,50.0
H001,P0037,17.9,0,50.0
H001,P0040,50.33,0,50.0
H001,P0042,203.23,0,50.0
H001,P0043,418.05,0,50.0
H001,P0044,251.54,0,50.0
H001,P0045,183.89,0,50.0
H001,P0046,125.04,0,50.0
H001,P0047,69.69,0,50.0
H001,P0049,24.84,0,50.0
H001,P0050,118.64,0,50.0
H001,P0051,282.75,0,50.0
H001,P0052,49.66,0,50.0
H001,P0053,298.7,0,50.0
H001,P0054,338.47,0,50.0
H001,P0055,150.09,0,50.0
H001,P0056,122.12,0,50.0
H001,P0057,230.63,0,50.0
H001,P0058,249.7,0,50.0
H001,P0059,111.85,0,50.0
H001,P0060,895.67,0,50.0
H001,P0061,551.94,0,50.0
H001,P0062,346.54,0,50.0
H001,P0063,493.96,0,50.0
H001,P0064,455.68,0,50.0
H001,P0065,40.42,0,50.0
H001,P0066,1384.54,0,50.0
H001,P0067,38.17,0,50.0
H001,P0068,169.5,0,50.0
H001,P0069,51.69,0,50.0
H001,P0070,248.21,0,50.0
H001,P0071,208.78,0,50.0
H001,P0072,174.63,0,50.0
H001,P0073,10.56,0,50.0
H001,P0075,176.16,0,50.0
H001,P0076,22.06,0,50.0
H001,P0078,122.32,0,50.0
H001,P0079,70.79,0,50.0
H001,P0080,207.1,0,50.0
H001,P0081,86.42,0,50.0
H001,P0082,199.76,0,50.0
H001,P0083,101.1,0,50.0
H001,P0084,62.38,0,50.0
H001,P0085,50.01,0,50.0
H001,P0086,290.19,0,50.0
H001,P0087,153.68,0,50.0
H001,P0089,82.9,0,50.0
H001,P0090,63.37,0,50.0
H001,P0091,978.89,0,50.0
H001,P0092,197.85,0,50.0
H001,P0093,165.25,0,50.0
H001,P0095,78.23,0,50.0
H001,P0096,52.21,0,50.0
H001,P0097,88.93,0,50.0
H001,P0098,163.61,0,50.0
H001,P0099,116.52,0,50.0
H001,P0100,102.53,0,50.0
H001,P0102,93.53,0,50.0
H001,P0103,51.65,0,50.0
H001,P0105,108.64,0,50.0
H001,P0106,105.85,0,50.0
H001,P0107,219.55,0,50.0
H001,P0108,200.89,0,50.0
H001,P0109,49.86,0,50.0
H001,P0110,70.56,0,50.0
H001,P0111,38.73,0,50.0
H001,P0113,179.88,0,50.0
H001,P0114,87.55,0,50.0
H001,P0115,58.07,0,50.0
H001,P0116,40.87,0,50.0
H001,P0117,426.37,0,50.0
