t_seconds,phase,depth,rss_mb,batch_id
0.0004,data_load,1,103.270,
0.0409,data_load,1,107.863,
0.0413,batch_build,1,107.863,
0.0659,batch_build,1,108.379,
0.0717,preflight,1,108.379,
0.2951,preflight.pyqubo_express,2,118.422,
0.3396,preflight.pyqubo_express,2,118.680,
0.3398,preflight.pyqubo_compile,2,118.680,
0.3633,preflight.pyqubo_compile,2,148.809,
0.3663,preflight.to_qubo,2,148.809,
0.4028,preflight.to_qubo,2,153.855,
0.4246,preflight,1,152.883,
0.4832,solve,1,153.590,
0.5259,solve,1,153.590,
0.6970,solve.pyqubo_express,2,154.621,
0.7383,solve.pyqubo_express,2,154.879,
0.7385,solve.pyqubo_compile,2,154.879,
0.7631,solve.pyqubo_compile,2,184.746,
0.7666,solve.to_qubo,2,184.746,
0.7874,solve.to_qubo,2,188.098,
0.7881,solve,1,188.098,
0.7895,solve,1,188.098,
0.7902,solve.va_model_build,2,188.098,
1.1319,solve.va_model_build,2,189.129,
1.1370,solve.va_model_build,2,218.520,
1.1372,solve.va_sample,2,218.520,
1.6322,solve.va_sample,2,218.777,
2.1324,solve.va_sample,2,218.777,
2.6327,solve.va_sample,2,218.777,
3.1330,solve.va_sample,2,218.777,
3.6332,solve.va_sample,2,218.777,
4.1335,solve.va_sample,2,218.777,
4.6337,solve.va_sample,2,218.777,
5.1340,solve.va_sample,2,218.777,
5.6343,solve.va_sample,2,218.777,
6.1345,solve.va_sample,2,218.777,
6.6348,solve.va_sample,2,218.777,
7.1351,solve.va_sample,2,218.777,
7.6353,solve.va_sample,2,218.777,
8.1356,solve.va_sample,2,218.777,
8.6359,solve.va_sample,2,218.777,
9.1361,solve.va_sample,2,218.777,
9.6364,solve.va_sample,2,218.777,
10.1367,solve.va_sample,2,218.777,
10.6369,solve.va_sample,2,218.777,
11.1372,solve.va_sample,2,218.777,
11.6375,solve.va_sample,2,218.777,
12.1377,solve.va_sample,2,218.777,
