batch_id,read_index,num_vars,va_reported_energy,recomputed_energy,abs_diff,rel_diff,qubo_offset,va_offset_applied,constraint_ok
1,0,23652,-728508820.696991,-728508820.697,9.059906005859375e-06,1.2436233781207096e-14,756300000.0,0.0,True
1,1,23652,-728507064.59749,-728507064.5975,1.0013580322265625e-05,1.3745344155033179e-14,756300000.0,0.0,True
1,2,23652,-728505061.5534916,-728505061.5535,8.463859558105469e-06,1.1618120456235016e-14,756300000.0,0.0,True
1,3,23652,-728504834.7864898,-728504834.7865,1.0132789611816406e-05,1.3909021777166355e-14,756300000.0,0.0,True
1,4,23652,-728503985.664992,-728503985.665,7.987022399902344e-06,1.09635946502222e-14,756300000.0,0.0,True
1,5,23652,-728503646.3204896,-728503646.3205,1.0371208190917969e-05,1.4236316102603596e-14,756300000.0,0.0,True
1,6,23652,-728502800.3674914,-728502800.3675,8.58306884765625e-06,1.178179252478706e-14,756300000.0,0.0,True
1,7,23652,-728502661.4174913,-728502661.4175,8.702278137207031e-06,1.1945430810471417e-14,756300000.0,0.0,True
1,8,23652,-728502488.5829926,-728502488.583,7.3909759521484375e-06,1.0145436793942216e-14,756300000.0,0.0,True
1,9,23652,-728502006.0339909,-728502006.034,9.179115295410156e-06,1.259998629980678e-14,756300000.0,0.0,True
1,10,23652,-728501948.8074898,-728501948.8075,1.0251998901367188e-05,1.4072713076675907e-14,756300000.0,0.0,True
1,11,23652,-728501914.9254903,-728501914.9255,9.775161743164062e-06,1.3418168906479424e-14,756300000.0,0.0,True
1,12,23652,-728501650.6574911,-728501650.6575,8.940696716308594e-06,1.2272719915238737e-14,756300000.0,0.0,True
1,13,23652,-728501568.0214915,-728501568.0215,8.463859558105469e-06,1.1618176170975212e-14,756300000.0,0.0,True
1,14,23652,-728501534.268991,-728501534.269,9.059906005859375e-06,1.243635816766035e-14,756300000.0,0.0,True
1,15,23652,-728501398.219991,-728501398.22,9.059906005859375e-06,1.2436360490173522e-14,756300000.0,0.0,True
1,16,23652,-728501302.8169911,-728501302.817,8.940696716308594e-06,1.2272725775144567e-14,756300000.0,0.0,True
1,17,23652,-728501170.36149,-728501170.3615,1.0013580322265625e-05,1.374545536734916e-14,756300000.0,0.0,True
1,18,23652,-728501167.6639897,-728501167.664,1.0371208190917969e-05,1.4236364540326155e-14,756300000.0,0.0,True
1,19,23652,-728501162.7079911,-728501162.708,8.821487426757812e-06,1.210909176035683e-14,756300000.0,0.0,True
1,20,23652,-728501092.5534918,-728501092.5535,8.225440979003906e-06,1.1290910971969259e-14,756300000.0,0.0,True
1,21,23652,-728501029.61999,-728501029.62,1.0013580322265625e-05,1.3745458022878704e-14,756300000.0,0.0,True
1,22,23652,-728500892.5114912,-728500892.5115,8.821487426757812e-06,1.210909625154448e-14,756300000.0,0.0,True
1,23,23652,-728500783.6429913,-728500783.643,8.702278137207031e-06,1.1945461600864332e-14,756300000.0,0.0,True
1,24,23652,-728500755.8244929,-728500755.8245,7.033348083496094e-06,9.65455152553125e-15,756300000.0,0.0,True
1,25,23652,-728500748.4854912,-728500748.4855,8.821487426757812e-06,1.2109098645536114e-14,756300000.0,0.0,True
1,26,23652,-728500739.6489909,-728500739.649,9.179115295410156e-06,1.260000820291927e-14,756300000.0,0.0,True
1,27,23652,-728500693.8859906,-728500693.886,9.417533874511719e-06,1.2927281955321553e-14,756300000.0,0.0,True
1,28,23652,-728500633.5904915,-728500633.5905,8.463859558105469e-06,1.1618191073342454e-14,756300000.0,0.0,True
1,29,23652,-728500436.2914913,-728500436.2915,8.702278137207031e-06,1.1945467296501286e-14,756300000.0,0.0,True
1,30,23652,-728500416.9039906,-728500416.904,9.417533874511719e-06,1.2927286870383133e-14,756300000.0,0.0,True
1,31,23652,-728500326.7529912,-728500326.753,8.821487426757812e-06,1.210910565555417e-14,756300000.0,0.0,True
1,32,23652,-728500315.2739925,-728500315.274,7.510185241699219e-06,1.0309103625953167e-14,756300000.0,0.0,True
1,33,23652,-728500306.5999928,-728500306.6,7.271766662597656e-06,9.981830613820714e-15,756300000.0,0.0,True
1,34,23652,-728500223.5219898,-728500223.522,1.0132789611816406e-05,1.390910981856467e-14,756300000.0,0.0,True
1,35,23652,-728500197.3039912,-728500197.304,8.821487426757812e-06,1.2109107807251072e-14,756300000.0,0.0,True
1,36,23652,-728500161.4769888,-728500161.477,1.1205673217773438e-05,1.5381840403514063e-14,756300000.0,0.0,True
1,37,23652,-728500081.2369916,-728500081.237,8.344650268554688e-06,1.1454563264269501e-14,756300000.0,0.0,True
1,38,23652,-728500051.5139904,-728500051.514,9.655952453613281e-06,1.3254566603730318e-14,756300000.0,0.0,True
1,39,23652,-728500016.5714909,-728500016.5715,9.059906005859375e-06,1.243638407655434e-14,756300000.0,0.0,True
1,40,23652,-728499982.3244909,-728499982.3245,9.059906005859375e-06,1.243638466119244e-14,756300000.0,0.0,True
1,41,23652,-728499960.2219911,-728499960.222,8.940696716308594e-06,1.2272748393265586e-14,756300000.0,0.0,True
1,42,23652,-728499924.6579905,-728499924.658,9.5367431640625e-06,1.3090932258558021e-14,756300000.0,0.0,True
1,43,23652,-728499880.6989906,-728499880.699,9.417533874511719e-06,1.2927296385382437e-14,756300000.0,0.0,True
1,44,23652,-728499859.1129912,-728499859.113,8.821487426757812e-06,1.210911342865405e-14,756300000.0,0.0,True
1,45,23652,-728499768.9429901,-728499768.943,9.894371032714844e-06,1.3581845121338686e-14,756300000.0,0.0,True
1,46,23652,-728499755.4579914,-728499755.458,8.58306884765625e-06,1.1781841769130268e-14,756300000.0,0.0,True
1,47,23652,-728499743.5934917,-728499743.5935,8.344650268554688e-06,1.1454568573205936e-14,756300000.0,0.0,True
1,48,23652,-728499723.5774912,-728499723.5775,8.821487426757812e-06,1.2109115681523462e-14,756300000.0,0.0,True
1,49,23652,-728499679.5689912,-728499679.569,8.821487426757812e-06,1.2109116413032387e-14,756300000.0,0.0,True
1,50,23652,-728499646.6059916,-728499646.606,8.344650268554688e-06,1.1454570098189476e-14,756300000.0,0.0,True
1,51,23652,-728499614.2419908,-728499614.242,9.179115295410156e-06,1.2600027667771627e-14,756300000.0,0.0,True
1,52,23652,-728499612.2039909,-728499612.204,9.059906005859375e-06,1.2436390979604738e-14,756300000.0,0.0,True
1,53,23652,-728499602.3439904,-728499602.344,9.5367431640625e-06,1.3090938050449639e-14,756300000.0,0.0,True
1,54,23652,-728499565.1309918,-728499565.131,8.225440979003906e-06,1.1290934645272977e-14,756300000.0,0.0,True
1,55,23652,-728499535.2889909,-728499535.289,9.179115295410156e-06,1.2600029033331843e-14,756300000.0,0.0,True
1,56,23652,-728499530.7679911,-728499530.768,8.940696716308594e-06,1.2272755628110175e-14,756300000.0,0.0,True
1,57,23652,-728499523.2559912,-728499523.256,8.821487426757812e-06,1.2109119011266501e-14,756300000.0,0.0,True
1,58,23652,-728499502.7414916,-728499502.7415,8.463859558105469e-06,1.1618209108248046e-14,756300000.0,0.0,True
1,59,23652,-728499469.3944911,-728499469.3945,8.940696716308594e-06,1.2272756662046367e-14,756300000.0,0.0,True
