zip_id,lat,lon,region_code
Z00001,38.662426,22.825654,EMEA
Z00002,26.588169,-79.9702,NAM
Z00003,34.180843,140.483138,APAC
Z00004,-28.164738,153.208578,APAC
Z00005,52.637239,3.806474,EMEA
Z00006,5.609553,3.324925,EMEA
Z00007,47.916052,17.580792,EMEA
Z00008,34.460126,-120.584454,NAM
Z00009,23.566511,120.123622,APAC
Z00010,60.375654,12.463812,EMEA
Z00011,52.644792,21.329327,EMEA
Z00012,18.279048,73.539129,APAC
Z00013,36.29509,125.855973,APAC
Z00014,40.983864,-73.543935,NAM
Z00015,25.045644,53.969108,EMEA
Z00016,52.69743,2.60221,EMEA
Z00017,10.34976,-68.516715,LATAM
Z00018,55.652001,12.35892,EMEA
Z00019,-33.33511,-58.74338,LATAM
Z00020,43.844644,-121.234709,NAM
Z00021,41.473806,9.597449,EMEA
Z00022,40.904398,27.972447,EMEA
Z00023,-31.817396,116.894194,APAC
Z00024,9.207192,105.893452,APAC
Z00025,-12.50909,-77.855763,LATAM
Z00026,45.419413,-122.51145,NAM
Z00027,-26.449486,153.008392,APAC
Z00028,43.665709,-80.377236,NAM
Z00029,16.768186,80.811647,APAC
Z00030,48.827421,6.330349,EMEA
Z00031,33.69146,-118.793101,NAM
Z00032,-23.619717,-44.152927,LATAM
Z00033,22.386767,114.863595,APAC
Z00034,34.772207,137.305192,APAC
Z00035,45.567131,21.273995,EMEA
Z00036,25.881349,91.891563,APAC
Z00037,-34.096551,115.820804,APAC
Z00038,15.018926,120.298204,APAC
Z00039,55.858851,10.823366,EMEA
Z00040,53.518315,0.960003,EMEA
Z00041,60.611476,20.905536,EMEA
Z00042,33.711198,-117.830438,NAM
Z00043,40.725453,-75.887977,NAM
Z00044,41.554601,0.641328,EMEA
Z00045,51.703431,20.388383,EMEA
Z00046,24.033514,91.842676,APAC
Z00047,-27.218467,153.213276,APAC
Z00048,39.036731,-77.013163,NAM
Z00049,42.103988,-73.141891,NAM
Z00050,-37.248905,174.326959,APAC
Z00051,37.059943,-79.877631,NAM
Z00052,20.228339,72.599964,APAC
Z00053,58.704049,26.300556,EMEA
Z00054,-23.295664,-45.878438,LATAM
Z00055,39.357398,24.322544,EMEA
Z00056,-34.718327,-57.823289,LATAM
Z00057,21.4152,107.385255,APAC
Z00058,60.54817,10.866015,EMEA
Z00059,-34.798241,20.528837,EMEA
Z00060,56.882577,9.849413,EMEA
Z00061,27.909219,77.09209,APAC
Z00062,29.574952,31.643605,EMEA
Z00063,48.001717,12.948133,EMEA
Z00064,52.805892,12.85644,EMEA
Z00065,23.02425,72.30827,APAC
Z00066,40.317511,-4.139616,EMEA
Z00067,5.05541,-0.91423,EMEA
Z00068,42.321266,-0.338787,EMEA
Z00069,52.98324,13.025124,EMEA
Z00070,39.975026,-72.5835,NAM
Z00071,39.2676,128.464804,APAC
Z00072,33.972785,-7.554773,EMEA
Z00073,45.855239,8.246578,EMEA
Z00074,45.952068,9.007674,EMEA
Z00075,10.720138,78.627886,APAC
Z00076,-34.249468,-72.749287,LATAM
Z00077,40.257206,-77.013595,NAM
Z00078,43.824655,-79.775607,NAM
Z00079,42.867925,13.7162,EMEA
Z00080,18.236252,74.246302,APAC
Z00081,47.850448,4.100009,EMEA
Z00082,45.491962,-73.821922,NAM
Z00083,-33.143022,-60.10009,LATAM
Z00084,32.798617,75.835077,APAC
Z00085,33.590191,-97.357747,NAM
Z00086,4.557903,-73.003188,LATAM
Z00087,16.678655,121.440998,APAC
Z00088,12.588847,76.109398,APAC
Z00089,40.702601,12.313007,EMEA
Z00090,5.14776,-75.008778,LATAM
Z00091,14.018825,120.360812,APAC
Z00092,25.086224,51.655482,EMEA
Z00093,31.911793,-7.65939,EMEA
Z00094,-12.849476,-76.335961,LATAM
Z00095,25.407718,50.065746,EMEA
Z00096,-33.479862,-60.067267,LATAM
Z00097,-23.760676,-47.392853,LATAM
Z00098,32.961377,-81.614693,NAM
Z00099,35.001211,-95.97388,NAM
Z00100,39.699882,-74.927723,NAM
Z00101,25.550819,-102.356414,LATAM
Z00102,12.885142,81.191993,APAC
Z00103,-22.707032,-44.039774,LATAM
Z00104,47.856005,11.918967,EMEA
Z00105,50.954916,-116.243865,NAM
Z00106,38.793426,-89.662668,NAM
Z00107,31.315492,74.744896,APAC
Z00108,50.237505,14.324496,EMEA
Z00109,29.267726,49.277673,EMEA
Z00110,-33.988791,19.365866,EMEA
Z00111,26.451965,-100.737407,LATAM
Z00112,36.072725,126.829132,APAC
Z00113,13.634957,100.115239,APAC
Z00114,4.397317,-73.719671,LATAM
Z00115,2.951401,101.674599,APAC
Z00116,3.35006,101.23797,APAC
Z00117,-6.532234,105.607333,APAC
Z00118,25.507209,-79.527044,NAM
Z00119,29.768046,30.228567,EMEA
Z00120,39.48876,116.404911,APAC
Z00121,27.82159,77.628402,APAC
Z00122,24.454606,46.558982,EMEA
Z00123,25.036742,52.446194,EMEA
Z00124,6.144823,-1.648341,EMEA
Z00125,-37.069788,174.553779,APAC
Z00126,11.276638,-66.650142,LATAM
Z00127,-33.357934,-70.208659,LATAM
Z00128,25.072754,51.68335,EMEA
Z00129,20.838968,-104.991341,LATAM
Z00130,30.721166,122.71884,APAC
Z00131,-26.388289,28.439496,EMEA
Z00132,9.958098,106.518281,APAC
Z00133,-25.866775,28.06813,EMEA
Z00134,-32.91289,-70.156739,LATAM
Z00135,49.659604,1.504435,EMEA
Z00136,53.168494,3.517302,EMEA
Z00137,49.759193,21.176551,EMEA
Z00138,18.489548,72.035271,APAC
Z00139,59.807084,25.138101,EMEA
Z00140,7.454766,0.011278,EMEA
Z00141,38.176411,-122.17343,NAM
Z00142,37.546284,-121.336152,NAM
Z00143,22.465801,115.02406,APAC
Z00144,1.818967,102.181086,APAC
Z00145,25.82042,52.23256,EMEA
Z00146,6.3907,3.385298,EMEA
Z00147,40.547591,-3.464061,EMEA
Z00148,41.541013,27.142865,EMEA
