hub_id,status,opened,closed,existing_T_j,opened_new_hub,stocked_part_count,assignment_count,fixed_open_cost_if_open
H001,OPEN,1,0,1,0,322,508,500000.0
H002,OPEN,1,0,1,0,325,538,500000.0
H003,OPEN,1,0,0,1,522,1772,500000.0
H004,OPEN,1,0,1,0,488,1255,500000.0
H005,OPEN,1,0,0,1,384,725,500000.0
H006,OPEN,1,0,1,0,471,3204,500000.0
H007,OPEN,1,0,1,0,469,1387,500000.0
H008,CLOSED,0,1,1,0,0,0,0.0
H009,CLOSED,0,1,1,0,0,0,0.0
H010,OPEN,1,0,1,0,228,309,500000.0
H011,OPEN,1,0,1,0,333,564,500000.0
H012,OPEN,1,0,1,0,337,649,500000.0
H013,CLOSED,0,1,1,0,0,0,0.0
H014,CLOSED,0,1,1,0,0,0,0.0
H015,OPEN,1,0,0,1,507,1744,500000.0
H016,OPEN,1,0,1,0,387,679,500000.0
H017,OPEN,1,0,1,0,359,607,500000.0
H018,OPEN,1,0,1,0,388,856,500000.0
H019,CLOSED,0,1,1,0,0,0,0.0
H020,CLOSED,0,1,0,0,0,0,0.0
H021,CLOSED,0,1,0,0,0,0,0.0
H022,CLOSED,0,1,0,0,0,0,0.0
H023,CLOSED,0,1,0,0,0,0,0.0
H024,OPEN,1,0,1,0,454,1328,500000.0
H025,CLOSED,0,1,0,0,0,0,0.0
H026,OPEN,1,0,1,0,336,600,500000.0
H027,OPEN,1,0,0,1,448,909,500000.0
H028,OPEN,1,0,1,0,330,545,500000.0
H029,CLOSED,0,1,1,0,0,0,0.0
H030,OPEN,1,0,0,1,293,417,500000.0
H031,CLOSED,0,1,1,0,0,0,0.0
H032,CLOSED,0,1,1,0,0,0,0.0
H033,OPEN,1,0,1,0,267,381,500000.0
