t_seconds,phase,depth,rss_mb,batch_id
0.0004,data_load,1,103.281,
0.0569,data_load,1,109.625,
0.0573,batch_build,1,109.625,
0.0882,batch_build,1,110.371,
0.0938,preflight,1,110.371,
0.5189,preflight.pyqubo_express,2,129.891,
0.5190,preflight.pyqubo_express,2,129.891,
0.5989,preflight.pyqubo_express,2,130.406,
0.5992,preflight.pyqubo_compile,2,130.406,
0.6453,preflight.pyqubo_compile,2,187.789,
0.6527,preflight.to_qubo,2,187.789,
0.7004,preflight.to_qubo,2,198.016,
0.7369,preflight,1,194.688,
0.7989,solve,1,195.406,
1.0446,solve,1,195.406,
1.2439,solve.pyqubo_express,2,196.438,
1.3298,solve.pyqubo_express,2,196.695,
1.3300,solve.pyqubo_compile,2,196.695,
1.3791,solve.pyqubo_compile,2,254.332,
1.3876,solve.to_qubo,2,254.332,
1.4359,solve.to_qubo,2,261.809,
1.4378,solve,1,261.809,
1.4388,solve,1,261.809,
1.4394,solve.va_model_build,2,261.809,
2.2007,solve.va_model_build,2,262.840,
2.2120,solve.va_model_build,2,326.004,
2.2123,solve.va_sample,2,326.004,
2.7010,solve.va_sample,2,326.262,
3.2013,solve.va_sample,2,326.262,
3.7015,solve.va_sample,2,326.262,
4.2017,solve.va_sample,2,326.262,
4.7020,solve.va_sample,2,326.262,
5.2022,solve.va_sample,2,326.262,
5.7025,solve.va_sample,2,326.262,
6.2027,solve.va_sample,2,326.262,
6.7030,solve.va_sample,2,326.262,
7.2032,solve.va_sample,2,326.262,
7.7034,solve.va_sample,2,326.262,
8.2037,solve.va_sample,2,326.262,
8.7039,solve.va_sample,2,326.262,
9.2042,solve.va_sample,2,326.262,
9.7044,solve.va_sample,2,326.262,
10.2047,solve.va_sample,2,326.262,
10.7049,solve.va_sample,2,326.262,
11.2051,solve.va_sample,2,326.262,
11.7054,solve.va_sample,2,326.262,
12.2056,solve.va_sample,2,326.262,
12.7059,solve.va_sample,2,326.262,
13.2061,solve.va_sample,2,326.262,
13.7063,solve.va_sample,2,326.262,
14.2066,solve.va_sample,2,326.262,
14.7068,solve.va_sample,2,326.262,
15.2070,solve.va_sample,2,326.262,
15.7073,solve.va_sample,2,326.262,
16.2075,solve.va_sample,2,326.262,
16.7078,solve.va_sample,2,326.262,
17.2080,solve.va_sample,2,326.262,
17.7082,solve.va_sample,2,326.262,
18.2085,solve.va_sample,2,326.262,
18.7087,solve.va_sample,2,326.262,
19.2090,solve.va_sample,2,326.262,
19.7092,solve.va_sample,2,326.262,
