t_seconds,phase,depth,rss_mb,batch_id
0.0015,solve,1,106.262,1
0.3297,solve.pyqubo_express,2,120.441,1
0.3960,solve.pyqubo_express,2,120.957,1
0.3962,solve.pyqubo_compile,2,120.957,1
0.4428,solve.pyqubo_compile,2,178.344,1
0.4506,solve.to_qubo,2,178.344,1
0.5015,solve.to_qubo,2,187.336,1
0.5034,solve,1,187.336,1
0.5035,solve,1,187.336,1
0.5048,solve,1,187.336,1
0.5055,solve.va_model_build,2,187.336,1
1.0080,solve.va_model_build,2,188.367,1
1.0194,solve.va_model_build,2,251.531,1
1.0196,solve.va_sample,2,251.531,1
1.5083,solve.va_sample,2,252.047,1
2.0086,solve.va_sample,2,252.047,1
2.5088,solve.va_sample,2,252.047,1
3.0091,solve.va_sample,2,252.047,1
3.5094,solve.va_sample,2,252.047,1
4.0097,solve.va_sample,2,252.047,1
4.5099,solve.va_sample,2,252.047,1
5.0102,solve.va_sample,2,252.047,1
5.5104,solve.va_sample,2,252.047,1
6.0107,solve.va_sample,2,252.047,1
6.5109,solve.va_sample,2,252.047,1
7.0112,solve.va_sample,2,252.047,1
7.5114,solve.va_sample,2,252.047,1
8.0117,solve.va_sample,2,252.047,1
8.5119,solve.va_sample,2,252.047,1
9.0122,solve.va_sample,2,252.047,1
9.5125,solve.va_sample,2,252.047,1
10.0127,solve.va_sample,2,252.047,1
10.5130,solve.va_sample,2,252.047,1
11.0132,solve.va_sample,2,252.047,1
11.5135,solve.va_sample,2,252.047,1
12.0137,solve.va_sample,2,252.047,1
12.5140,solve.va_sample,2,252.047,1
13.0143,solve.va_sample,2,252.047,1
13.5145,solve.va_sample,2,252.047,1
14.0148,solve.va_sample,2,252.047,1
14.5151,solve.va_sample,2,252.047,1
15.0153,solve.va_sample,2,252.047,1
15.5156,solve.va_sample,2,252.047,1
16.0159,solve.va_sample,2,252.047,1
16.5162,solve.va_sample,2,252.047,1
17.0164,solve.va_sample,2,252.047,1
17.5167,solve.va_sample,2,252.047,1
18.0169,solve.va_sample,2,252.047,1
18.5172,solve.va_sample,2,252.047,1
19.0174,solve.va_sample,2,252.047,1
19.5177,solve.va_sample,2,252.047,1
20.0180,solve.va_sample,2,252.047,1
20.5182,solve.va_sample,2,252.047,1
21.0184,solve.va_sample,2,252.047,1
21.5187,solve.va_sample,2,252.047,1
22.0189,solve.va_sample,2,252.047,1
22.5192,solve.va_sample,2,252.047,1
23.0194,solve.va_sample,2,252.047,1
23.5197,solve.va_sample,2,252.047,1
24.0200,solve.va_sample,2,252.047,1
24.5202,solve.va_sample,2,252.047,1
25.0205,solve.va_sample,2,252.047,1
25.5207,solve.va_sample,2,252.047,1
26.0210,solve.va_sample,2,252.047,1
26.5212,solve.va_sample,2,252.047,1
27.0215,solve.va_sample,2,252.047,1
27.5217,solve.va_sample,2,252.047,1
28.0220,solve.va_sample,2,252.047,1
28.5222,solve.va_sample,2,252.047,1
29.0225,solve.va_sample,2,252.047,1
29.5227,solve.va_sample,2,252.047,1
30.0230,solve.va_sample,2,252.047,1
30.5232,solve.va_sample,2,252.047,1
31.0235,solve.va_sample,2,252.047,1
31.5237,solve.va_sample,2,252.047,1
32.0240,solve.va_sample,2,252.047,1
32.5243,solve.va_sample,2,252.047,1
33.0245,solve.va_sample,2,252.047,1
33.5248,solve.va_sample,2,252.047,1
34.0250,solve.va_sample,2,252.047,1
34.5253,solve.va_sample,2,252.047,1
35.0255,solve.va_sample,2,252.047,1
35.5257,solve.va_sample,2,252.047,1
36.0260,solve.va_sample,2,252.047,1
36.5263,solve.va_sample,2,252.047,1
37.0265,solve.va_sample,2,252.047,1
37.5268,solve.va_sample,2,252.047,1
38.0270,solve.va_sample,2,252.047,1
38.5273,solve.va_sample,2,252.047,1
39.0275,solve.va_sample,2,252.047,1
39.5278,solve.va_sample,2,252.047,1
40.0281,solve.va_sample,2,252.047,1
40.5283,solve.va_sample,2,252.047,1
41.0286,solve.va_sample,2,252.047,1
41.5288,solve.va_sample,2,252.047,1
42.0291,solve.va_sample,2,252.047,1
42.5293,solve.va_sample,2,252.047,1
43.0296,solve.va_sample,2,252.047,1
43.5298,solve.va_sample,2,252.047,1
44.0301,solve.va_sample,2,252.047,1
44.5303,solve.va_sample,2,252.047,1
45.0306,solve.va_sample,2,252.047,1
45.5308,solve.va_sample,2,252.047,1
46.0311,solve.va_sample,2,252.047,1
46.5313,solve.va_sample,2,252.047,1
47.0316,solve.va_sample,2,252.047,1
47.5318,solve.va_sample,2,252.047,1
48.0321,solve.va_sample,2,252.047,1
48.5323,solve.va_sample,2,252.047,1
49.0326,solve.va_sample,2,252.047,1
49.5328,solve.va_sample,2,252.047,1
50.0331,solve.va_sample,2,252.047,1
50.5333,solve.va_sample,2,252.047,1
51.0336,solve.va_sample,2,252.047,1
51.5338,solve.va_sample,2,252.047,1
52.0341,solve.va_sample,2,252.047,1
52.5343,solve.va_sample,2,252.047,1
53.0346,solve.va_sample,2,252.047,1
53.5348,solve.va_sample,2,252.047,1
54.0351,solve.va_sample,2,252.047,1
54.5354,solve.va_sample,2,252.047,1
55.0356,solve.va_sample,2,252.047,1
55.5359,solve.va_sample,2,252.047,1
56.0362,solve.va_sample,2,252.047,1
56.5364,solve.va_sample,2,252.047,1
57.0367,solve.va_sample,2,252.047,1
57.5369,solve.va_sample,2,252.047,1
58.0372,solve.va_sample,2,252.047,1
58.5374,solve.va_sample,2,252.047,1
59.0377,solve.va_sample,2,252.047,1
59.5380,solve.va_sample,2,252.047,1
60.0382,solve.va_sample,2,252.047,1
60.5385,solve.va_sample,2,252.047,1
61.0387,solve.va_sample,2,252.047,1
61.5390,solve.va_sample,2,252.047,1
62.0392,solve.va_sample,2,252.047,1
62.5395,solve.va_sample,2,252.047,1
63.0397,solve.va_sample,2,252.047,1
63.5400,solve.va_sample,2,252.047,1
64.0402,solve.va_sample,2,252.047,1
64.5405,solve.va_sample,2,252.047,1
65.0408,solve.va_sample,2,252.047,1
65.5410,solve.va_sample,2,252.047,1
66.0413,solve.va_sample,2,252.047,1
66.5415,solve.va_sample,2,252.047,1
67.0418,solve.va_sample,2,252.047,1
67.5420,solve.va_sample,2,252.047,1
68.0423,solve.va_sample,2,252.047,1
68.5425,solve.va_sample,2,252.047,1
69.0428,solve.va_sample,2,252.047,1
69.5430,solve.va_sample,2,252.047,1
70.0433,solve.va_sample,2,252.047,1
70.5435,solve.va_sample,2,252.047,1
71.0438,solve.va_sample,2,252.047,1
71.5440,solve.va_sample,2,252.047,1
72.0443,solve.va_sample,2,252.047,1
72.5446,solve.va_sample,2,252.047,1
73.0448,solve.va_sample,2,252.047,1
73.5451,solve.va_sample,2,252.047,1
74.0453,solve.va_sample,2,252.047,1
74.5456,solve.va_sample,2,252.047,1
75.0458,solve.va_sample,2,252.047,1
75.5461,solve.va_sample,2,252.047,1
76.0463,solve.va_sample,2,252.047,1
76.5466,solve.va_sample,2,252.047,1
77.0468,solve.va_sample,2,252.047,1
77.5471,solve.va_sample,2,252.047,1
78.0473,solve.va_sample,2,252.047,1
78.5476,solve.va_sample,2,252.047,1
79.0478,solve.va_sample,2,252.047,1
79.5481,solve.va_sample,2,252.047,1
80.0483,solve.va_sample,2,252.047,1
80.5486,solve.va_sample,2,252.047,1
81.0488,solve.va_sample,2,252.047,1
81.5491,solve.va_sample,2,252.047,1
82.0493,solve.va_sample,2,252.047,1
82.5496,solve.va_sample,2,252.047,1
83.0498,solve.va_sample,2,252.047,1
83.5501,solve.va_sample,2,252.047,1
84.0503,solve.va_sample,2,252.047,1
84.5505,solve.va_sample,2,252.047,1
85.0508,solve.va_sample,2,252.047,1
85.5511,solve.va_sample,2,252.047,1
86.0513,solve.va_sample,2,252.047,1
86.5516,solve.va_sample,2,252.047,1
87.0518,solve.va_sample,2,252.047,1
87.5521,solve.va_sample,2,252.047,1
88.0523,solve.va_sample,2,252.047,1
88.5526,solve.va_sample,2,252.047,1
89.0529,solve.va_sample,2,252.047,1
89.5532,solve.va_sample,2,252.047,1
90.0534,solve.va_sample,2,252.047,1
90.5537,solve.va_sample,2,252.047,1
91.0539,solve.va_sample,2,252.047,1
91.5542,solve.va_sample,2,252.047,1
92.0545,solve.va_sample,2,252.047,1
92.5547,solve.va_sample,2,252.047,1
93.0550,solve.va_sample,2,252.047,1
93.5552,solve.va_sample,2,252.047,1
94.0555,solve.va_sample,2,252.047,1
94.5557,solve.va_sample,2,252.047,1
95.0560,solve.va_sample,2,252.047,1
95.5563,solve.va_sample,2,252.047,1
96.0565,solve.va_sample,2,252.047,1
96.5568,solve.va_sample,2,252.047,1
97.0570,solve.va_sample,2,252.047,1
97.5573,solve.va_sample,2,252.047,1
98.0575,solve.va_sample,2,252.047,1
98.5578,solve.va_sample,2,252.047,1
99.0581,solve.va_sample,2,252.047,1
99.5583,solve.va_sample,2,252.047,1
100.0586,solve.va_sample,2,252.047,1
100.5589,solve.va_sample,2,252.047,1
101.0592,solve.va_sample,2,252.047,1
101.5594,solve.va_sample,2,252.047,1
102.0597,solve.va_sample,2,252.047,1
102.5599,solve.va_sample,2,252.047,1
103.0602,solve.va_sample,2,252.047,1
103.5604,solve.va_sample,2,252.047,1
104.0607,solve.va_sample,2,252.047,1
104.5609,solve.va_sample,2,252.047,1
105.0612,solve.va_sample,2,252.047,1
105.5615,solve.va_sample,2,252.047,1
106.0617,solve.va_sample,2,252.047,1
106.5620,solve.va_sample,2,252.047,1
107.0622,solve.va_sample,2,252.047,1
107.5625,solve.va_sample,2,252.047,1
108.0627,solve.va_sample,2,252.047,1
108.5630,solve.va_sample,2,252.047,1
109.0632,solve.va_sample,2,252.047,1
109.5635,solve.va_sample,2,252.047,1
110.0637,solve.va_sample,2,252.047,1
110.5640,solve.va_sample,2,252.047,1
111.0643,solve.va_sample,2,252.047,1
111.5645,solve.va_sample,2,252.047,1
112.0648,solve.va_sample,2,252.047,1
112.5650,solve.va_sample,2,252.047,1
113.0653,solve.va_sample,2,252.047,1
113.5655,solve.va_sample,2,252.047,1
114.0658,solve.va_sample,2,252.047,1
114.5661,solve.va_sample,2,252.047,1
115.0663,solve.va_sample,2,252.047,1
115.5666,solve.va_sample,2,252.047,1
116.0669,solve.va_sample,2,252.047,1
116.5671,solve.va_sample,2,252.047,1
117.0674,solve.va_sample,2,252.047,1
117.5677,solve.va_sample,2,252.047,1
118.0679,solve.va_sample,2,252.047,1
118.5682,solve.va_sample,2,252.047,1
119.0684,solve.va_sample,2,252.047,1
119.5687,solve.va_sample,2,252.047,1
120.0689,solve.va_sample,2,252.047,1
120.5692,solve.va_sample,2,252.047,1
121.0694,solve.va_sample,2,252.047,1
121.5697,solve.va_sample,2,252.047,1
122.0699,solve.va_sample,2,252.047,1
122.5702,solve.va_sample,2,252.047,1
123.0704,solve.va_sample,2,252.047,1
123.5707,solve.va_sample,2,252.047,1
124.0710,solve.va_sample,2,252.047,1
124.5712,solve.va_sample,2,252.047,1
125.0715,solve.va_sample,2,252.047,1
125.5717,solve.va_sample,2,252.047,1
126.0720,solve.va_sample,2,252.047,1
126.5722,solve.va_sample,2,252.047,1
127.0725,solve.va_sample,2,252.047,1
127.5727,solve.va_sample,2,252.047,1
128.0730,solve.va_sample,2,252.047,1
128.5732,solve.va_sample,2,252.047,1
129.0735,solve.va_sample,2,252.047,1
129.5738,solve.va_sample,2,252.047,1
130.0740,solve.va_sample,2,252.047,1
130.5743,solve.va_sample,2,252.047,1
131.0745,solve.va_sample,2,252.047,1
131.5748,solve.va_sample,2,252.047,1
132.0750,solve.va_sample,2,252.047,1
132.5753,solve.va_sample,2,252.047,1
133.0756,solve.va_sample,2,252.047,1
133.5758,solve.va_sample,2,252.047,1
134.0761,solve.va_sample,2,252.047,1
134.5763,solve.va_sample,2,252.047,1
135.0766,solve.va_sample,2,252.047,1
135.5768,solve.va_sample,2,252.047,1
136.0771,solve.va_sample,2,252.047,1
136.5773,solve.va_sample,2,252.047,1
137.0776,solve.va_sample,2,252.047,1
137.5778,solve.va_sample,2,252.047,1
138.0781,solve.va_sample,2,252.047,1
138.5783,solve.va_sample,2,252.047,1
139.0786,solve.va_sample,2,252.047,1
139.5788,solve.va_sample,2,252.047,1
140.0791,solve.va_sample,2,252.047,1
140.5793,solve.va_sample,2,252.047,1
141.0796,solve.va_sample,2,252.047,1
141.5798,solve.va_sample,2,252.047,1
142.0801,solve.va_sample,2,252.047,1
142.5803,solve.va_sample,2,252.047,1
143.0806,solve.va_sample,2,252.047,1
143.5808,solve.va_sample,2,252.047,1
144.0811,solve.va_sample,2,252.047,1
144.5813,solve.va_sample,2,252.047,1
145.0816,solve.va_sample,2,252.047,1
145.5818,solve.va_sample,2,252.047,1
146.0821,solve.va_sample,2,252.047,1
146.5823,solve.va_sample,2,252.047,1
147.0826,solve.va_sample,2,252.047,1
147.5828,solve.va_sample,2,252.047,1
148.0831,solve.va_sample,2,252.047,1
148.5833,solve.va_sample,2,252.047,1
149.0836,solve.va_sample,2,252.047,1
149.5839,solve.va_sample,2,252.047,1
150.0841,solve.va_sample,2,252.047,1
150.5843,solve.va_sample,2,252.047,1
151.0846,solve.va_sample,2,252.047,1
151.5848,solve.va_sample,2,252.047,1
152.0851,solve.va_sample,2,252.047,1
152.5853,solve.va_sample,2,252.047,1
153.0856,solve.va_sample,2,252.047,1
153.5858,solve.va_sample,2,252.047,1
154.0861,solve.va_sample,2,252.047,1
154.5863,solve.va_sample,2,252.047,1
155.0866,solve.va_sample,2,252.047,1
155.5869,solve.va_sample,2,252.047,1
156.0871,solve.va_sample,2,252.047,1
156.5873,solve.va_sample,2,252.047,1
157.0876,solve.va_sample,2,252.047,1
157.5879,solve.va_sample,2,252.047,1
158.0881,solve.va_sample,2,252.047,1
158.5883,solve.va_sample,2,252.047,1
159.0886,solve.va_sample,2,252.047,1
159.5889,solve.va_sample,2,252.047,1
160.0891,solve.va_sample,2,252.047,1
160.5893,solve.va_sample,2,252.047,1
161.0896,solve.va_sample,2,252.047,1
161.5898,solve.va_sample,2,252.047,1
162.0901,solve.va_sample,2,252.047,1
162.5903,solve.va_sample,2,252.047,1
163.0906,solve.va_sample,2,252.047,1
163.5908,solve.va_sample,2,252.047,1
164.0911,solve.va_sample,2,252.047,1
164.5913,solve.va_sample,2,252.047,1
165.0916,solve.va_sample,2,252.047,1
165.5919,solve.va_sample,2,252.047,1
166.0921,solve.va_sample,2,252.047,1
166.5923,solve.va_sample,2,252.047,1
167.0926,solve.va_sample,2,252.047,1
167.5928,solve.va_sample,2,252.047,1
168.0931,solve.va_sample,2,252.047,1
168.5933,solve.va_sample,2,252.047,1
169.0936,solve.va_sample,2,252.047,1
169.5938,solve.va_sample,2,252.047,1
170.0941,solve.va_sample,2,252.047,1
170.5943,solve.va_sample,2,252.047,1
171.0946,solve.va_sample,2,252.047,1
171.5949,solve.va_sample,2,252.047,1
172.0951,solve.va_sample,2,252.047,1
172.5954,solve.va_sample,2,252.047,1
173.0956,solve.va_sample,2,252.047,1
173.5959,solve.va_sample,2,252.047,1
174.0961,solve.va_sample,2,252.047,1
174.5964,solve.va_sample,2,252.047,1
175.0966,solve.va_sample,2,252.047,1
175.5969,solve.va_sample,2,252.047,1
176.0972,solve.va_sample,2,252.047,1
176.5974,solve.va_sample,2,252.047,1
177.0977,solve.va_sample,2,252.047,1
177.5979,solve.va_sample,2,252.047,1
178.0982,solve.va_sample,2,252.047,1
178.5985,solve.va_sample,2,252.047,1
179.0987,solve.va_sample,2,252.047,1
179.5990,solve.va_sample,2,252.047,1
180.0992,solve.va_sample,2,252.047,1
180.5995,solve.va_sample,2,252.047,1
181.0998,solve.va_sample,2,252.047,1
181.6000,solve.va_sample,2,252.047,1
182.1003,solve.va_sample,2,252.047,1
182.6005,solve.va_sample,2,252.047,1
183.1008,solve.va_sample,2,252.047,1
183.6010,solve.va_sample,2,252.047,1
184.1013,solve.va_sample,2,252.047,1
184.6015,solve.va_sample,2,252.047,1
185.1018,solve.va_sample,2,252.047,1
185.6020,solve.va_sample,2,252.047,1
186.1023,solve.va_sample,2,252.047,1
186.6026,solve.va_sample,2,252.047,1
187.1028,solve.va_sample,2,252.047,1
187.6031,solve.va_sample,2,252.047,1
188.1033,solve.va_sample,2,252.047,1
188.6036,solve.va_sample,2,252.047,1
189.1039,solve.va_sample,2,252.047,1
189.6041,solve.va_sample,2,252.047,1
190.1044,solve.va_sample,2,252.047,1
190.6046,solve.va_sample,2,252.047,1
191.1049,solve.va_sample,2,252.047,1
191.6052,solve.va_sample,2,252.047,1
192.1054,solve.va_sample,2,252.047,1
192.6057,solve.va_sample,2,252.047,1
193.1060,solve.va_sample,2,252.047,1
193.6062,solve.va_sample,2,252.047,1
194.1065,solve.va_sample,2,252.047,1
194.6068,solve.va_sample,2,252.047,1
195.1070,solve.va_sample,2,252.047,1
195.6073,solve.va_sample,2,252.047,1
196.1076,solve.va_sample,2,252.047,1
196.6078,solve.va_sample,2,252.047,1
197.1081,solve.va_sample,2,252.047,1
197.6083,solve.va_sample,2,252.047,1
198.1086,solve.va_sample,2,252.047,1
198.6088,solve.va_sample,2,252.047,1
199.1091,solve.va_sample,2,252.047,1
199.6093,solve.va_sample,2,252.047,1
200.1096,solve.va_sample,2,252.047,1
200.6098,solve.va_sample,2,252.047,1
201.1101,solve.va_sample,2,252.047,1
201.6103,solve.va_sample,2,252.047,1
202.1106,solve.va_sample,2,252.047,1
202.6108,solve.va_sample,2,252.047,1
203.1111,solve.va_sample,2,252.047,1
203.6113,solve.va_sample,2,252.047,1
204.1116,solve.va_sample,2,252.047,1
204.6118,solve.va_sample,2,252.047,1
205.1121,solve.va_sample,2,252.047,1
205.6123,solve.va_sample,2,252.047,1
206.1126,solve.va_sample,2,252.047,1
206.6129,solve.va_sample,2,252.047,1
207.1131,solve.va_sample,2,252.047,1
207.6133,solve.va_sample,2,252.047,1
208.1136,solve.va_sample,2,252.047,1
208.6138,solve.va_sample,2,252.047,1
209.1141,solve.va_sample,2,252.047,1
209.6143,solve.va_sample,2,252.047,1
210.1146,solve.va_sample,2,252.047,1
210.6148,solve.va_sample,2,252.047,1
211.1151,solve.va_sample,2,252.047,1
211.6153,solve.va_sample,2,252.047,1
212.1156,solve.va_sample,2,252.047,1
212.6159,solve.va_sample,2,252.047,1
213.1161,solve.va_sample,2,252.047,1
213.6164,solve.va_sample,2,252.047,1
214.1166,solve.va_sample,2,252.047,1
214.6169,solve.va_sample,2,252.047,1
215.1171,solve.va_sample,2,252.047,1
215.6174,solve.va_sample,2,252.047,1
216.1177,solve.va_sample,2,252.047,1
216.6179,solve.va_sample,2,252.047,1
217.1182,solve.va_sample,2,252.047,1
217.6185,solve.va_sample,2,252.047,1
