hub_id,part_id
H001,P0004
H001,P0006
H001,P0011
H001,P0016
H001,P0019
H001,P0020
H001,P0022
H001,P0024
H001,P0026
H001,P0027
H001,P0030
H001,P0034
H001,P0037
H001,P0038
H001,P0042
H001,P0044
H001,P0045
H001,P0062
H001,P0063
H001,P0064
H001,P0069
H001,P0070
H001,P0073
H001,P0077
H001,P0080
H001,P0081
H001,P0082
H001,P0084
H001,P0085
H001,P0086
H001,P0087
H001,P0088
H001,P0089
H001,P0090
H001,P0095
H001,P0096
H001,P0101
H001,P0103
H001,P0105
H001,P0107
H001,P0108
H001,P0112
H001,P0116
H001,P0120
H001,P0122
H001,P0126
H001,P0127
H001,P0129
H001,P0131
H001,P0134
H001,P0135
H001,P0137
H001,P0138
H001,P0139
H001,P0140
H001,P0141
H001,P0142
H001,P0143
H001,P0146
H001,P0147
H001,P0151
H001,P0153
H001,P0154
H001,P0155
H001,P0157
H001,P0158
H001,P0160
H001,P0163
H001,P0164
H001,P0169
H001,P0170
H001,P0174
H001,P0178
H001,P0180
H001,P0181
H001,P0186
H001,P0188
H001,P0190
H001,P0192
H001,P0195
H001,P0196
H001,P0199
H001,P0202
H001,P0203
H001,P0204
H001,P0206
H001,P0209
H001,P0211
H001,P0212
H001,P0214
H001,P0216
H001,P0217
H001,P0220
H001,P0222
H001,P0225
H001,P0226
H001,P0228
H001,P0229
H001,P0233
H001,P0236
H001,P0239
H001,P0240
H001,P0242
H001,P0248
H001,P0252
H001,P0253
H001,P0256
H001,P0258
H001,P0260
H001,P0262
H001,P0263
H001,P0264
H001,P0266
H001,P0267
H001,P0268
H001,P0269
H001,P0271
H001,P0275
H001,P0277
H001,P0278
H001,P0279
H001,P0283
H001,P0287
H001,P0289
H001,P0290
H001,P0291
H001,P0292
H001,P0299
H001,P0300
H001,P0302
H001,P0304
H001,P0308
H001,P0309
H001,P0311
H001,P0312
H001,P0314
H001,P0317
H001,P0319
H001,P0325
H001,P0326
H001,P0330
H001,P0331
H001,P0333
H001,P0336
H001,P0337
H001,P0338
H001,P0339
H001,P0340
H001,P0342
H001,P0343
H001,P0345
H001,P0346
H001,P0349
H001,P0352
H001,P0356
H001,P0359
H001,P0362
H001,P0365
H001,P0367
H001,P0373
H001,P0374
H001,P0376
H001,P0377
H001,P0381
H001,P0383
H001,P0384
H001,P0385
H001,P0393
H001,P0395
H001,P0396
H001,P0398
H001,P0399
H001,P0400
H001,P0401
H001,P0403
H001,P0404
H001,P0405
H001,P0409
H002,P0002
H002,P0004
H002,P0007
H002,P0009
H002,P0010
H002,P0011
H002,P0016
H002,P0018
H002,P0019
H002,P0020
H002,P0025
H002,P0026
H002,P0028
H002,P0033
H002,P0036
H002,P0039
H002,P0045
H002,P0047
H002,P0048
H002,P0049
H002,P0050
H002,P0051
H002,P0052
H002,P0053
H002,P0054
H002,P0056
H002,P0061
H002,P0063
H002,P0067
H002,P0068
H002,P0069
H002,P0076
H002,P0077
H002,P0079
H002,P0080
H002,P0082
H002,P0084
H002,P0086
H002,P0088
H002,P0090
H002,P0093
H002,P0099
H002,P0101
H002,P0102
H002,P0103
H002,P0105
H002,P0109
H002,P0110
H002,P0112
H002,P0113
H002,P0119
H002,P0123
H002,P0124
H002,P0126
H002,P0127
H002,P0129
H002,P0131
H002,P0136
H002,P0137
H002,P0138
H002,P0141
H002,P0142
H002,P0144
H002,P0146
H002,P0148
H002,P0153
H002,P0161
H002,P0163
H002,P0164
H002,P0165
H002,P0166
H002,P0167
H002,P0170
H002,P0173
H002,P0175
H002,P0176
H002,P0179
H002,P0183
H002,P0184
H002,P0186
H002,P0188
H002,P0190
H002,P0192
H002,P0193
H002,P0194
H002,P0195
H002,P0196
H002,P0200
H002,P0202
H002,P0203
H002,P0204
H002,P0206
H002,P0210
H002,P0213
H002,P0218
H002,P0219
H002,P0220
H002,P0224
H002,P0225
H002,P0226
H002,P0227
H002,P0232
H002,P0233
H002,P0236
H002,P0238
H002,P0239
H002,P0241
H002,P0255
H002,P0256
H002,P0258
H002,P0259
H002,P0264
H002,P0266
H002,P0267
H002,P0272
H002,P0273
H002,P0275
H002,P0276
H002,P0283
H002,P0286
H002,P0288
H002,P0289
H002,P0290
H002,P0291
H002,P0293
H002,P0296
H002,P0297
H002,P0301
H002,P0302
H002,P0305
H002,P0312
H002,P0313
H002,P0314
H002,P0317
H002,P0318
H002,P0321
H002,P0322
H002,P0323
H002,P0325
H002,P0328
H002,P0329
H002,P0330
H002,P0331
H002,P0333
H002,P0334
H002,P0335
H002,P0340
H002,P0343
H002,P0344
H002,P0346
H002,P0350
H002,P0351
H002,P0353
H002,P0354
H002,P0355
H002,P0357
H002,P0358
H002,P0360
H002,P0363
H002,P0364
H002,P0367
H002,P0369
H002,P0376
H002,P0377
H002,P0378
H002,P0382
H002,P0383
H002,P0385
H002,P0387
H002,P0388
H002,P0391
H002,P0398
H002,P0401
H002,P0405
H002,P0406
H002,P0408
H002,P0409
H002,P0411
H002,P0414
H003,P0004
H003,P0005
H003,P0008
H003,P0009
H003,P0011
H003,P0015
H003,P0016
H003,P0020
H003,P0026
H003,P0029
H003,P0030
H003,P0032
H003,P0034
H003,P0035
H003,P0037
H003,P0038
H003,P0040
H003,P0041
H003,P0043
H003,P0044
H003,P0045
H003,P0046
H003,P0047
H003,P0059
H003,P0064
H003,P0065
H003,P0066
H003,P0067
H003,P0069
H003,P0070
H003,P0072
H003,P0074
H003,P0077
H003,P0079
H003,P0080
H003,P0081
H003,P0083
H003,P0084
H003,P0085
H003,P0087
H003,P0089
H003,P0090
H003,P0093
H003,P0096
H003,P0097
H003,P0100
H003,P0101
H003,P0104
H003,P0107
H003,P0108
H003,P0111
H003,P0114
H003,P0115
H003,P0117
H003,P0118
H003,P0120
H003,P0122
H003,P0124
H003,P0126
H003,P0127
H003,P0136
H003,P0137
H003,P0138
H003,P0140
H003,P0142
H003,P0145
H003,P0149
H003,P0153
H003,P0157
H003,P0163
H003,P0164
H003,P0166
H003,P0169
H003,P0170
H003,P0172
H003,P0173
H003,P0175
H003,P0179
H003,P0182
H003,P0183
H003,P0186
H003,P0187
H003,P0188
H003,P0196
H003,P0197
H003,P0203
H003,P0209
H003,P0211
H003,P0212
H003,P0213
H003,P0217
H003,P0219
H003,P0220
H003,P0221
H003,P0225
H003,P0226
H003,P0227
H003,P0228
H003,P0229
H003,P0232
H003,P0233
H003,P0236
H003,P0237
H003,P0239
H003,P0241
H003,P0242
H003,P0248
H003,P0251
H003,P0253
H003,P0254
H003,P0258
H003,P0260
H003,P0263
H003,P0264
H003,P0268
H003,P0270
H003,P0275
H003,P0278
H003,P0280
H003,P0282
H003,P0283
H003,P0286
H003,P0290
H003,P0291
H003,P0293
H003,P0297
H003,P0299
H003,P0300
H003,P0305
H003,P0309
H003,P0311
H003,P0316
H003,P0323
H003,P0324
H003,P0328
H003,P0329
H003,P0330
H003,P0331
H003,P0335
H003,P0337
H003,P0340
H003,P0342
H003,P0343
H003,P0344
H003,P0346
H003,P0347
H003,P0348
H003,P0350
H003,P0356
H003,P0357
H003,P0358
H003,P0360
H003,P0363
H003,P0365
H003,P0366
H003,P0369
H003,P0372
