hub_id,status,opened,closed,existing_T_j,opened_new_hub,stocked_part_count,assignment_count,fixed_open_cost_if_open
H001,OPEN,1,0,1,0,322,517,500000.0
H002,OPEN,1,0,1,0,322,485,500000.0
H003,CLOSED,0,1,0,0,0,0,0.0
H004,OPEN,1,0,1,0,488,1255,500000.0
H005,OPEN,1,0,0,1,383,725,500000.0
H006,CLOSED,0,1,1,0,0,0,0.0
H007,OPEN,1,0,1,0,489,1436,500000.0
H008,CLOSED,0,1,1,0,0,0,0.0
H009,CLOSED,0,1,1,0,0,0,0.0
H010,OPEN,1,0,1,0,228,309,500000.0
H011,OPEN,1,0,1,0,317,522,500000.0
H012,OPEN,1,0,1,0,283,535,500000.0
H013,CLOSED,0,1,1,0,0,0,0.0
H014,CLOSED,0,1,1,0,0,0,0.0
