zip_id,hub_id,part_id
Z00001,H001,P0005
Z00001,H001,P0013
Z00001,H001,P0026
Z00001,H001,P0044
Z00001,H001,P0073
Z00001,H001,P0074
Z00001,H001,P0083
Z00001,H001,P0090
Z00001,H001,P0095
Z00001,H001,P0100
Z00001,H001,P0103
Z00001,H001,P0123
Z00001,H001,P0127
Z00001,H001,P0138
Z00001,H001,P0150
Z00002,H009,P0011
Z00002,H009,P0024
Z00002,H009,P0025
Z00002,H009,P0026
Z00002,H009,P0042
Z00002,H009,P0047
Z00002,H009,P0058
Z00002,H009,P0065
Z00002,H009,P0073
Z00002,H009,P0101
Z00002,H009,P0106
Z00002,H009,P0114
Z00002,H009,P0128
Z00002,H009,P0147
Z00003,H001,P0003
Z00003,H001,P0011
Z00003,H001,P0016
Z00003,H001,P0023
Z00003,H001,P0026
Z00003,H001,P0033
Z00003,H001,P0053
Z00003,H001,P0066
Z00003,H001,P0092
Z00003,H001,P0093
Z00003,H001,P0108
Z00003,H001,P0116
Z00003,H001,P0117
Z00003,H001,P0127
Z00003,H001,P0128
Z00003,H001,P0133
Z00003,H001,P0135
Z00003,H001,P0146
Z00004,H007,P0009
Z00004,H007,P0023
Z00004,H007,P0028
Z00004,H007,P0032
Z00004,H007,P0043
Z00004,H007,P0056
Z00004,H007,P0057
Z00004,H007,P0060
Z00004,H007,P0067
Z00004,H007,P0074
Z00004,H007,P0101
Z00004,H007,P0121
Z00004,H007,P0124
Z00004,H007,P0133
Z00004,H007,P0147
Z00005,H002,P0005
Z00005,H002,P0015
Z00005,H002,P0017
Z00005,H002,P0019
Z00005,H002,P0022
Z00005,H002,P0024
Z00005,H002,P0033
Z00005,H002,P0036
Z00005,H002,P0056
Z00005,H002,P0063
Z00005,H002,P0068
Z00005,H002,P0078
Z00005,H002,P0082
Z00005,H002,P0090
Z00005,H002,P0103
Z00005,H002,P0127
Z00006,H007,P0015
Z00006,H007,P0019
Z00006,H007,P0025
Z00006,H007,P0032
Z00006,H007,P0047
Z00006,H007,P0060
Z00006,H007,P0068
Z00006,H007,P0074
Z00006,H007,P0089
Z00006,H007,P0092
Z00006,H007,P0096
Z00006,H007,P0121
Z00006,H007,P0123
Z00006,H007,P0131
Z00006,H007,P0136
Z00007,H007,P0005
Z00007,H007,P0012
Z00007,H007,P0014
Z00007,H007,P0017
Z00007,H007,P0024
Z00007,H007,P0026
Z00007,H007,P0056
Z00007,H007,P0059
Z00007,H007,P0078
Z00007,H007,P0085
Z00007,H007,P0097
Z00007,H007,P0099
Z00007,H007,P0132
Z00007,H007,P0139
Z00007,H007,P0150
Z00008,H009,P0007
Z00008,H009,P0008
Z00008,H009,P0017
Z00008,H009,P0024
Z00008,H009,P0026
Z00008,H009,P0037
Z00008,H009,P0043
Z00008,H009,P0045
Z00008,H009,P0054
Z00008,H009,P0061
Z00008,H009,P0067
Z00008,H009,P0068
Z00008,H009,P0076
Z00008,H009,P0080
Z00008,H009,P0090
Z00008,H009,P0096
Z00008,H009,P0116
Z00008,H009,P0119
Z00008,H009,P0123
Z00008,H009,P0132
Z00008,H009,P0145
