zip_id,hub_id,d_ij
Z00001,H001,1202.4
Z00001,H002,884.11
Z00001,H003,117.93
Z00001,H004,5123.3
Z00001,H005,4293.61
Z00001,H006,5098.16
Z00001,H007,700.41
Z00001,H008,5870.8
Z00001,H009,4482.95
Z00001,H010,6089.36
Z00001,H011,3225.93
Z00001,H012,5694.23
Z00001,H013,5931.5
Z00001,H014,513.35
Z00001,H015,5543.59
Z00001,H016,760.19
Z00001,H017,6276.69
Z00001,H018,4551.57
Z00001,H019,2295.08
Z00001,H020,4881.06
Z00002,H001,607.79
Z00002,H002,561.19
Z00002,H003,812.01
Z00002,H004,5216.87
Z00002,H005,4875.9
Z00002,H006,5667.66
Z00002,H007,1245.74
Z00002,H008,5922.97
Z00002,H009,4474.17
Z00002,H010,6012.09
Z00002,H011,2438.61
Z00002,H012,6405.97
Z00002,H013,6420.12
Z00002,H014,374.83
Z00002,H015,6074.12
Z00002,H016,81.22
Z00002,H017,6204.24
Z00002,H018,5122.41
Z00002,H019,2099.84
Z00002,H020,5665.01
Z00003,H001,1122.81
Z00003,H002,948.73
Z00003,H003,17.44
Z00003,H004,5252.13
Z00003,H005,4406.35
Z00003,H006,5211.0
Z00003,H007,829.61
Z00003,H008,5745.35
Z00003,H009,4354.53
Z00003,H010,5960.34
Z00003,H011,3242.27
Z00003,H012,5784.83
Z00003,H013,6050.5
Z00003,H014,538.77
Z00003,H015,5461.04
Z00003,H016,746.59
Z00003,H017,6147.82
Z00003,H018,4665.11
Z00003,H019,2167.77
Z00003,H020,4953.29
Z00004,H001,5689.97
Z00004,H002,6332.77
Z00004,H003,5409.3
Z00004,H004,9036.37
Z00004,H005,6535.06
Z00004,H006,6744.9
Z00004,H007,5884.69
Z00004,H008,2363.48
Z00004,H009,2833.63
Z00004,H010,2987.87
Z00004,H011,8111.06
Z00004,H012,5798.95
Z00004,H013,7344.96
Z00004,H014,5890.07
Z00004,H015,117.74
Z00004,H016,5952.71
Z00004,H017,2995.63
Z00004,H018,6646.54
Z00004,H019,4479.3
Z00004,H020,4978.56
Z00005,H001,1140.49
Z00005,H002,150.46
Z00005,H003,1051.92
Z00005,H004,4668.72
Z00005,H005,4503.66
Z00005,H006,5275.69
Z00005,H007,1061.5
Z00005,H008,6477.72
Z00005,H009,5029.54
Z00005,H010,6564.42
Z00005,H011,2260.5
Z00005,H012,6119.53
Z00005,H013,5974.07
Z00005,H014,545.47
Z00005,H015,6509.25
Z00005,H016,549.97
Z00005,H017,6756.58
Z00005,H018,4738.86
Z00005,H019,2653.81
Z00005,H020,5484.73
Z00006,H001,1074.11
