zip_id,lat,lon,region_code
Z00001,52.833898,10.637722,EMEA
Z00002,40.772138,12.924522,EMEA
Z00003,52.676176,13.731449,EMEA
Z00004,34.807197,133.432935,APAC
Z00005,39.233774,2.616514,EMEA
Z00006,40.980507,3.916688,EMEA
Z00007,11.388596,-66.958069,LATAM
Z00008,1.335898,103.917104,APAC
Z00009,53.432718,-6.930655,EMEA
Z00010,43.318032,9.248961,EMEA
Z00011,55.064723,-8.372431,EMEA
Z00012,33.316981,-97.680987,NAM
Z00013,10.783722,106.190926,APAC
Z00014,34.082163,137.40512,APAC
Z00015,2.588041,102.803688,APAC
Z00016,10.874867,-66.963933,LATAM
Z00017,42.085888,13.080592,EMEA
Z00018,34.018773,-119.742782,NAM
Z00019,39.574619,2.358158,EMEA
Z00020,5.892035,5.113232,EMEA
Z00021,33.401731,-97.762387,NAM
Z00022,43.672773,14.56433,EMEA
Z00023,2.694507,105.845411,APAC
Z00024,40.06497,2.010055,EMEA
Z00025,45.29438,9.530638,EMEA
Z00026,32.845518,-97.789705,NAM
Z00027,42.620447,-87.840464,NAM
Z00028,32.964728,-96.951337,NAM
Z00029,52.595702,13.448672,EMEA
Z00030,10.188159,107.365237,APAC
Z00031,44.102205,8.276989,EMEA
Z00032,3.387279,101.76339,APAC
Z00033,22.316003,87.739639,APAC
Z00034,48.837953,-123.852506,NAM
Z00035,33.972511,-119.238097,NAM
Z00036,10.551838,-67.218585,LATAM
Z00037,52.490738,-5.650241,EMEA
Z00038,52.43527,-5.624099,EMEA
Z00039,48.701532,-123.347579,NAM
Z00040,53.909543,-5.850529,EMEA
Z00041,38.771316,-89.951764,NAM
Z00042,40.079418,-85.812918,NAM
Z00043,36.2493,51.943883,EMEA
Z00044,41.977136,-87.550545,NAM
Z00045,20.395437,-96.671879,LATAM
Z00046,38.135521,-91.592607,NAM
Z00047,41.009219,-87.477363,NAM
Z00048,10.994766,-67.461922,LATAM
Z00049,35.704496,52.429915,EMEA
Z00050,10.632654,-67.00981,LATAM
Z00051,41.673111,1.063133,EMEA
Z00052,32.349259,135.723857,APAC
Z00053,19.53497,-99.288787,LATAM
Z00054,32.24955,-97.211594,NAM
Z00055,42.528747,12.709324,EMEA
Z00056,42.044098,-86.878958,NAM
Z00057,10.818493,-67.284508,LATAM
Z00058,41.833648,12.66278,EMEA
Z00059,36.184022,50.068801,EMEA
Z00060,50.203545,-120.194391,NAM
Z00061,36.645369,25.404998,EMEA
Z00062,41.561845,2.232785,EMEA
Z00063,41.389426,12.800448,EMEA
Z00064,3.37583,100.37787,APAC
Z00065,6.129566,3.31979,EMEA
Z00066,37.82963,24.240381,EMEA
Z00067,33.995374,-118.485937,NAM
Z00068,8.696146,106.784289,APAC
Z00069,35.759907,53.361883,EMEA
Z00070,53.992024,-5.745262,EMEA
Z00071,45.019544,10.488362,EMEA
Z00072,52.74314,13.7855,EMEA
Z00073,42.004088,15.027894,EMEA
Z00074,36.613485,52.559807,EMEA
Z00075,54.226703,-4.372132,EMEA
Z00076,47.848634,-122.732043,NAM
Z00077,39.39426,24.023832,EMEA
Z00078,19.577255,-99.660031,LATAM
Z00079,53.684024,13.085867,EMEA
Z00080,37.94852,-87.386254,NAM
Z00081,34.191352,135.392003,APAC
Z00082,31.746357,-94.749349,NAM
Z00083,48.715754,-120.151703,NAM
Z00084,49.323649,-123.268304,NAM
Z00085,38.819998,22.932684,EMEA
Z00086,45.898152,6.080551,EMEA
Z00087,45.555746,9.57199,EMEA
Z00088,38.666256,-91.052387,NAM
Z00089,36.601173,51.281182,EMEA
Z00090,38.213149,23.549712,EMEA
Z00091,13.031642,106.873915,APAC
Z00092,5.903798,3.677242,EMEA
Z00093,40.841429,3.114174,EMEA
Z00094,3.519118,102.318477,APAC
Z00095,2.436484,101.333436,APAC
Z00096,2.382037,104.117842,APAC
Z00097,6.118778,3.027151,EMEA
Z00098,36.345933,-90.838255,NAM
Z00099,2.995712,101.749608,APAC
Z00100,21.274991,-99.545978,LATAM
Z00101,40.82891,12.850899,EMEA
Z00102,12.009105,106.444513,APAC
Z00103,35.323673,52.455102,EMEA
Z00104,42.233455,-88.86654,NAM
Z00105,33.296583,-118.863664,NAM
Z00106,6.754355,5.388121,EMEA
Z00107,0.728324,104.132968,APAC
Z00108,54.014585,-4.904181,EMEA
Z00109,38.533887,-90.056504,NAM
Z00110,23.574468,90.235077,APAC
Z00111,32.389361,-97.008048,NAM
Z00112,3.171849,101.807647,APAC
Z00113,2.348173,101.333029,APAC
Z00114,45.940509,9.389714,EMEA
Z00115,35.069925,50.714684,EMEA
Z00116,40.128887,22.759516,EMEA
Z00117,11.511491,-66.994939,LATAM
Z00118,52.557776,13.191186,EMEA
Z00119,49.248049,-123.242859,NAM
Z00120,52.418889,-8.569745,EMEA
Z00121,42.764136,14.588849,EMEA
Z00122,9.765811,-65.751088,LATAM
Z00123,42.480045,-90.005867,NAM
Z00124,53.6748,-9.230103,EMEA
Z00125,35.42202,53.418538,EMEA
Z00126,38.552263,-88.2567,NAM
Z00127,38.231261,24.765315,EMEA
