hub_id,status,opened,closed,existing_T_j,opened_new_hub,stocked_part_count,assignment_count,fixed_open_cost_if_open
H001,OPEN,1,0,1,0,327,523,500000.0
H002,OPEN,1,0,1,0,320,526,500000.0
H003,CLOSED,0,1,0,0,0,0,0.0
H004,OPEN,1,0,1,0,488,1255,500000.0
H005,OPEN,1,0,0,1,379,715,500000.0
H006,CLOSED,0,1,1,0,0,0,0.0
H007,OPEN,1,0,1,0,452,1340,500000.0
H008,CLOSED,0,1,1,0,0,0,0.0
H009,CLOSED,0,1,1,0,0,0,0.0
H010,OPEN,1,0,1,0,228,309,500000.0
H011,OPEN,1,0,1,0,325,576,500000.0
H012,OPEN,1,0,1,0,297,577,500000.0
H013,CLOSED,0,1,1,0,0,0,0.0
H014,CLOSED,0,1,1,0,0,0,0.0
H015,CLOSED,0,1,0,0,0,0,0.0
H016,OPEN,1,0,1,0,387,679,500000.0
H017,OPEN,1,0,1,0,359,607,500000.0
H018,OPEN,1,0,1,0,395,968,500000.0
H019,CLOSED,0,1,1,0,0,0,0.0
H020,CLOSED,0,1,0,0,0,0,0.0
H021,CLOSED,0,1,0,0,0,0,0.0
H022,OPEN,1,0,0,1,413,1964,500000.0
H023,CLOSED,0,1,0,0,0,0,0.0
H024,OPEN,1,0,1,0,417,1123,500000.0
H025,CLOSED,0,1,0,0,0,0,0.0
H026,OPEN,1,0,1,0,335,634,500000.0
H027,OPEN,1,0,0,1,448,909,500000.0
H028,OPEN,1,0,1,0,330,545,500000.0
H029,CLOSED,0,1,1,0,0,0,0.0
H030,OPEN,1,0,0,1,293,417,500000.0
H031,OPEN,1,0,1,0,522,2024,500000.0
H032,CLOSED,0,1,1,0,0,0,0.0
H033,OPEN,1,0,1,0,247,383,500000.0
H034,OPEN,1,0,0,1,245,314,500000.0
H035,CLOSED,0,1,1,0,0,0,0.0
H036,CLOSED,0,1,0,0,0,0,0.0
H037,OPEN,1,0,1,0,478,1374,500000.0
H038,OPEN,1,0,1,0,474,2141,500000.0
H039,CLOSED,0,1,1,0,0,0,0.0
H040,CLOSED,0,1,1,0,0,0,0.0
