hub_id,part_id,part_cost_P_k,hub_existing_T_j,new_hub_transfer_cost
H003,P0004,477.24,1,0.0
H003,P0005,54.88,1,0.0
H003,P0008,1388.58,1,0.0
H003,P0009,97.21,1,0.0
H003,P0011,105.87,1,0.0
H003,P0015,235.86,1,0.0
H003,P0016,224.46,1,0.0
H003,P0020,163.43,1,0.0
H003,P0026,98.52,1,0.0
H003,P0029,628.13,1,0.0
H003,P0030,51.85,1,0.0
H003,P0032,186.63,1,0.0
H003,P0034,164.24,1,0.0
H003,P0035,416.93,1,0.0
H003,P0037,30.54,1,0.0
H003,P0038,137.8,1,0.0
H003,P0040,102.88,1,0.0
H003,P0041,130.09,1,0.0
H003,P0043,32.71,1,0.0
H003,P0044,216.05,1,0.0
H003,P0045,87.46,1,0.0
H003,P0046,13.92,1,0.0
H003,P0047,283.72,1,0.0
H003,P0059,431.9,1,0.0
H003,P0064,539.25,1,0.0
H003,P0065,92.64,1,0.0
H003,P0066,95.52,1,0.0
H003,P0067,185.73,1,0.0
H003,P0069,329.8,1,0.0
H003,P0070,18.45,1,0.0
H003,P0072,69.23,1,0.0
H003,P0074,58.81,1,0.0
H003,P0077,381.2,1,0.0
H003,P0079,55.36,1,0.0
H003,P0080,133.0,1,0.0
H003,P0081,359.93,1,0.0
H003,P0083,61.69,1,0.0
H003,P0084,231.44,1,0.0
H003,P0085,114.69,1,0.0
H003,P0087,138.29,1,0.0
H003,P0089,55.15,1,0.0
H003,P0090,138.49,1,0.0
H003,P0093,34.28,1,0.0
H003,P0096,55.79,1,0.0
H003,P0097,128.39,1,0.0
H003,P0100,36.4,1,0.0
H003,P0101,61.01,1,0.0
H003,P0104,279.28,1,0.0
H003,P0107,209.49,1,0.0
H003,P0108,147.54,1,0.0
H003,P0111,179.82,1,0.0
H003,P0114,289.44,1,0.0
H003,P0115,32.58,1,0.0
H003,P0117,344.89,1,0.0
H003,P0118,407.73,1,0.0
H003,P0120,26.25,1,0.0
H003,P0122,323.56,1,0.0
H003,P0124,222.81,1,0.0
H003,P0126,62.67,1,0.0
H003,P0127,141.45,1,0.0
H003,P0136,208.5,1,0.0
H003,P0137,431.1,1,0.0
H003,P0138,248.01,1,0.0
H003,P0140,248.35,1,0.0
H003,P0142,28.12,1,0.0
H003,P0145,44.25,1,0.0
H003,P0149,176.15,1,0.0
H003,P0153,52.33,1,0.0
H003,P0157,133.7,1,0.0
H003,P0163,145.68,1,0.0
H003,P0164,116.63,1,0.0
H003,P0166,122.2,1,0.0
H003,P0169,221.79,1,0.0
H003,P0170,199.09,1,0.0
H003,P0172,125.36,1,0.0
H003,P0173,343.01,1,0.0
H003,P0175,352.45,1,0.0
H003,P0179,190.91,1,0.0
H003,P0182,376.77,1,0.0
H003,P0183,124.29,1,0.0
H003,P0186,170.23,1,0.0
H003,P0187,116.72,1,0.0
H003,P0188,83.22,1,0.0
H003,P0196,50.21,1,0.0
H003,P0197,90.79,1,0.0
H003,P0203,143.95,1,0.0
H003,P0209,50.74,1,0.0
