hub_id,status,opened,closed,existing_T_j,opened_new_hub,stocked_part_count,assignment_count,fixed_open_cost_if_open
H001,OPEN,1,0,1,0,112,276,500000.0
H002,OPEN,1,0,1,0,107,225,500000.0
H003,OPEN,1,0,0,1,92,162,500000.0
H004,OPEN,1,0,1,0,127,295,500000.0
H005,OPEN,1,0,1,0,137,490,500000.0
H006,OPEN,1,0,1,0,113,270,500000.0
H007,OPEN,1,0,1,0,127,293,500000.0
H008,OPEN,1,0,0,1,113,344,500000.0
H009,OPEN,1,0,1,0,125,337,500000.0
H010,OPEN,1,0,1,0,88,249,500000.0
H011,OPEN,1,0,1,0,120,294,500000.0
H012,OPEN,1,0,1,0,118,243,500000.0
H013,OPEN,1,0,0,1,120,289,500000.0
H014,OPEN,1,0,1,0,130,344,500000.0
H015,OPEN,1,0,1,0,124,308,500000.0
H016,OPEN,1,0,0,1,116,274,500000.0
H017,OPEN,1,0,1,0,123,341,500000.0
H018,OPEN,1,0,0,1,117,305,500000.0
H019,OPEN,1,0,0,1,120,314,500000.0
H020,OPEN,1,0,0,1,100,223,500000.0
H021,OPEN,1,0,0,1,122,326,500000.0
H022,OPEN,1,0,1,0,114,271,500000.0
H023,OPEN,1,0,1,0,111,240,500000.0
H024,OPEN,1,0,0,1,126,422,500000.0
H025,OPEN,1,0,1,0,115,262,500000.0
H026,OPEN,1,0,1,0,128,374,500000.0
H027,OPEN,1,0,1,0,132,466,500000.0
H028,OPEN,1,0,0,1,98,168,500000.0
H029,OPEN,1,0,0,1,116,293,500000.0
H030,OPEN,1,0,0,1,118,279,500000.0
H031,OPEN,1,0,1,0,119,298,500000.0
H032,OPEN,1,0,1,0,123,278,500000.0
H033,OPEN,1,0,1,0,121,280,500000.0
H034,OPEN,1,0,1,0,124,383,500000.0
H035,OPEN,1,0,0,1,111,342,500000.0
H036,OPEN,1,0,1,0,111,235,500000.0
H037,OPEN,1,0,1,0,89,145,500000.0
H038,OPEN,1,0,1,0,124,372,500000.0
H039,OPEN,1,0,1,0,114,272,500000.0
H040,OPEN,1,0,1,0,96,273,500000.0
H041,OPEN,1,0,1,0,97,266,500000.0
H042,OPEN,1,0,1,0,127,380,500000.0
H043,OPEN,1,0,1,0,116,376,500000.0
H044,OPEN,1,0,1,0,109,206,500000.0
H045,OPEN,1,0,0,1,111,317,500000.0
H046,OPEN,1,0,1,0,132,357,500000.0
H047,OPEN,1,0,1,0,118,363,500000.0
H048,OPEN,1,0,1,0,115,310,500000.0
H049,OPEN,1,0,1,0,99,350,500000.0
H050,OPEN,1,0,0,1,126,346,500000.0
