zip_id,hub_id,d_ij
Z00001,H001,60.9
Z00001,H002,9415.59
Z00001,H003,4871.15
Z00001,H004,491.09
Z00001,H005,4694.4
Z00001,H006,8057.02
Z00001,H007,3684.34
Z00001,H008,6424.81
Z00001,H009,3426.98
Z00001,H010,7783.5
Z00002,H001,3351.75
Z00002,H002,7674.64
Z00002,H003,1730.11
Z00002,H004,3254.65
Z00002,H005,8105.59
Z00002,H006,5428.14
Z00002,H007,505.71
Z00002,H008,9673.55
Z00002,H009,16.32
Z00002,H010,4473.05
Z00003,H001,15.47
Z00003,H002,9377.45
Z00003,H003,4805.97
Z00003,H004,496.87
Z00003,H005,4754.45
Z00003,H006,8030.77
Z00003,H007,3628.0
Z00003,H008,6489.89
Z00003,H009,3366.47
Z00003,H010,7731.37
Z00004,H001,3538.35
Z00004,H002,7933.1
Z00004,H003,1983.32
Z00004,H004,3360.07
Z00004,H005,8253.97
Z00004,H006,4980.56
Z00004,H007,128.45
Z00004,H008,9563.96
Z00004,H009,546.45
Z00004,H010,4200.88
Z00005,H001,9389.05
Z00005,H002,32.59
Z00005,H003,5936.24
Z00005,H004,9805.57
Z00005,H005,7854.91
Z00005,H006,6195.55
Z00005,H007,7775.19
Z00005,H008,7363.93
Z00005,H009,7632.28
Z00005,H010,5187.3
Z00006,H001,3639.06
Z00006,H002,7812.02
Z00006,H003,1867.66
Z00006,H004,3470.4
Z00006,H005,8364.6
Z00006,H006,4934.31
Z00006,H007,24.42
Z00006,H008,9688.28
Z00006,H009,527.98
Z00006,H010,4108.11
Z00007,H001,3509.53
Z00007,H002,7824.7
Z00007,H003,1862.81
Z00007,H004,3356.58
Z00007,H005,8247.9
Z00007,H006,5095.51
Z00007,H007,139.14
Z00007,H008,9641.59
Z00007,H009,380.6
Z00007,H010,4249.03
Z00008,H001,3331.5
Z00008,H002,7691.26
Z00008,H003,1748.49
Z00008,H004,3234.07
Z00008,H005,8085.41
Z00008,H006,5441.55
Z00008,H007,513.06
Z00008,H008,9653.53
Z00008,H009,36.73
Z00008,H010,4491.68
Z00009,H001,7816.85
Z00009,H002,5217.14
Z00009,H003,3687.24
Z00009,H004,7563.66
Z00009,H005,11477.05
Z00009,H006,1736.99
Z00009,H007,4221.36
Z00009,H008,9639.54
Z00009,H009,4565.43
Z00009,H010,123.66
Z00010,H001,6496.75
Z00010,H002,7350.08
Z00010,H003,11307.29
Z00010,H004,6486.07
Z00010,H005,2075.77
Z00010,H006,7978.82
Z00010,H007,9680.87
Z00010,H008,42.23
Z00010,H009,9687.99
Z00010,H010,9724.42
Z00011,H001,6464.23
Z00011,H002,7405.49
Z00011,H003,11274.32
Z00011,H004,6447.99
Z00011,H005,2074.48
Z00011,H006,7954.92
Z00011,H007,9628.87
Z00011,H008,90.9
Z00011,H009,9641.91
Z00011,H010,9710.73
Z00012,H001,598.27
Z00012,H002,9897.94
Z00012,H003,4817.33
Z00012,H004,118.02
Z00012,H005,4952.1
Z00012,H006,7496.78
Z00012,H007,3405.76
Z00012,H008,6500.4
Z00012,H009,3232.78
Z00012,H010,7405.04
Z00013,H001,440.67
Z00013,H002,9795.71
Z00013,H003,4868.55
Z00013,H004,58.69
Z00013,H005,4843.05
Z00013,H006,7665.49
Z00013,H007,3511.75
Z00013,H008,6440.66
Z00013,H009,3316.44
Z00013,H010,7541.3
Z00014,H001,3625.27
Z00014,H002,7798.87
Z00014,H003,1850.23
Z00014,H004,3461.06
Z00014,H005,8354.94
Z00014,H006,4961.98
Z00014,H007,8.78
Z00014,H008,9695.58
Z00014,H009,495.76
Z00014,H010,4125.32
Z00015,H001,3532.42
Z00015,H002,7896.23
Z00015,H003,1941.97
Z00015,H004,3362.09
Z00015,H005,8256.32
Z00015,H006,5013.81
Z00015,H007,101.92
Z00015,H008,9592.5
Z00015,H009,494.71
Z00015,H010,4211.98
Z00016,H001,7717.11
Z00016,H002,5266.39
Z00016,H003,3591.14
Z00016,H004,7467.68
Z00016,H005,11509.53
Z00016,H006,1788.5
Z00016,H007,4118.91
Z00016,H008,9722.68
Z00016,H009,4461.86
Z00016,H010,58.86
Z00017,H001,42.9
Z00017,H002,9385.33
Z00017,H003,4844.32
Z00017,H004,509.02
Z00017,H005,4714.34
Z00017,H006,8060.55
Z00017,H007,3667.83
Z00017,H008,6451.4
Z00017,H009,3406.57
Z00017,H010,7770.44
Z00018,H001,7980.65
Z00018,H002,6331.09
Z00018,H003,5196.64
Z00018,H004,7559.39
Z00018,H005,9607.63
Z00018,H006,141.49
Z00018,H007,4989.01
Z00018,H008,7902.73
