t_seconds,phase,depth,rss_mb,batch_id
0.0005,data_load,1,103.281,
0.0880,data_load,1,109.625,
0.0884,batch_build,1,109.625,
0.1192,batch_build,1,110.371,
0.1247,preflight,1,110.371,
0.5260,preflight,1,129.117,
0.5451,preflight.pyqubo_express,2,129.891,
0.6102,preflight.pyqubo_express,2,130.406,
0.6104,preflight.pyqubo_compile,2,130.406,
0.6564,preflight.pyqubo_compile,2,187.789,
0.6638,preflight.to_qubo,2,187.789,
0.7118,preflight.to_qubo,2,198.016,
0.7483,preflight,1,194.688,
0.8280,solve,1,195.406,
1.0517,solve,1,194.477,
1.2425,solve.pyqubo_express,2,195.246,
1.3226,solve.pyqubo_express,2,195.762,
1.3228,solve.pyqubo_compile,2,195.762,
1.3717,solve.pyqubo_compile,2,253.402,
1.3801,solve.to_qubo,2,253.402,
1.4283,solve.to_qubo,2,261.910,
1.4302,solve,1,261.910,
1.4314,solve,1,261.910,
1.4321,solve.va_model_build,2,261.910,
2.1295,solve.va_model_build,2,262.426,
2.1409,solve.va_model_build,2,326.105,
2.1411,solve.va_sample,2,326.105,
2.6298,solve.va_sample,2,326.363,
3.1301,solve.va_sample,2,326.363,
3.6303,solve.va_sample,2,326.363,
4.1306,solve.va_sample,2,326.363,
4.6308,solve.va_sample,2,326.363,
5.1310,solve.va_sample,2,326.363,
5.6312,solve.va_sample,2,326.363,
6.1315,solve.va_sample,2,326.363,
6.6317,solve.va_sample,2,326.363,
7.1319,solve.va_sample,2,326.363,
7.6321,solve.va_sample,2,326.363,
8.1323,solve.va_sample,2,326.363,
8.6326,solve.va_sample,2,326.363,
9.1328,solve.va_sample,2,326.363,
9.6331,solve.va_sample,2,326.363,
10.1333,solve.va_sample,2,326.363,
10.6335,solve.va_sample,2,326.363,
11.1338,solve.va_sample,2,326.363,
11.6340,solve.va_sample,2,326.363,
12.1342,solve.va_sample,2,326.363,
12.6344,solve.va_sample,2,326.363,
13.1346,solve.va_sample,2,326.363,
13.6349,solve.va_sample,2,326.363,
14.1351,solve.va_sample,2,326.363,
14.6353,solve.va_sample,2,326.363,
15.1355,solve.va_sample,2,326.363,
15.6357,solve.va_sample,2,326.363,
16.1360,solve.va_sample,2,326.363,
16.6362,solve.va_sample,2,326.363,
17.1365,solve.va_sample,2,326.363,
17.6367,solve.va_sample,2,326.363,
18.1370,solve.va_sample,2,326.363,
18.6372,solve.va_sample,2,326.363,
19.1374,solve.va_sample,2,326.363,
19.6377,solve.va_sample,2,326.363,
20.1379,solve.va_sample,2,326.363,
20.6381,solve.va_sample,2,326.363,
21.1383,solve.va_sample,2,326.363,
21.6386,solve.va_sample,2,326.363,
22.1388,solve.va_sample,2,326.363,
22.6390,solve.va_sample,2,326.363,
23.1392,solve.va_sample,2,326.363,
23.6395,solve.va_sample,2,326.363,
24.1397,solve.va_sample,2,326.363,
24.6399,solve.va_sample,2,326.363,
25.1401,solve.va_sample,2,326.363,
25.6403,solve.va_sample,2,326.363,
26.1406,solve.va_sample,2,326.363,
26.6408,solve.va_sample,2,326.363,
27.1411,solve.va_sample,2,326.363,
27.6413,solve.va_sample,2,326.363,
28.1416,solve.va_sample,2,326.363,
28.6418,solve.va_sample,2,326.363,
29.1420,solve.va_sample,2,326.363,
29.6423,solve.va_sample,2,326.363,
30.1425,solve.va_sample,2,326.363,
30.6427,solve.va_sample,2,326.363,
31.1430,solve.va_sample,2,326.363,
31.6432,solve.va_sample,2,326.363,
32.1434,solve.va_sample,2,326.363,
32.6436,solve.va_sample,2,326.363,
33.1438,solve.va_sample,2,326.363,
33.6440,solve.va_sample,2,326.363,
34.1443,solve.va_sample,2,326.363,
34.6445,solve.va_sample,2,326.363,
35.1447,solve.va_sample,2,326.363,
35.6449,solve.va_sample,2,326.363,
36.1452,solve.va_sample,2,326.363,
36.6454,solve.va_sample,2,326.363,
37.1456,solve.va_sample,2,326.363,
37.6459,solve.va_sample,2,326.363,
38.1461,solve.va_sample,2,326.363,
38.6464,solve.va_sample,2,326.363,
39.1466,solve.va_sample,2,326.363,
39.6469,solve.va_sample,2,326.363,
40.1471,solve.va_sample,2,326.363,
40.6473,solve.va_sample,2,326.363,
41.1476,solve.va_sample,2,326.363,
41.6478,solve.va_sample,2,326.363,
42.1480,solve.va_sample,2,326.363,
42.6483,solve.va_sample,2,326.363,
43.1485,solve.va_sample,2,326.363,
43.6487,solve.va_sample,2,326.363,
44.1490,solve.va_sample,2,326.363,
44.6492,solve.va_sample,2,326.363,
45.1494,solve.va_sample,2,326.363,
45.6497,solve.va_sample,2,326.363,
46.1499,solve.va_sample,2,326.363,
46.6501,solve.va_sample,2,326.363,
47.1504,solve.va_sample,2,326.363,
47.6506,solve.va_sample,2,326.363,
48.1508,solve.va_sample,2,326.363,
48.6511,solve.va_sample,2,326.363,
49.1513,solve.va_sample,2,326.363,
49.6515,solve.va_sample,2,326.363,
50.1517,solve.va_sample,2,326.363,
50.6520,solve.va_sample,2,326.363,
51.1522,solve.va_sample,2,326.363,
51.6525,solve.va_sample,2,326.363,
52.1527,solve.va_sample,2,326.363,
52.6529,solve.va_sample,2,326.363,
53.1532,solve.va_sample,2,326.363,
53.6534,solve.va_sample,2,326.363,
54.1536,solve.va_sample,2,326.363,
54.6539,solve.va_sample,2,326.363,
55.1541,solve.va_sample,2,326.363,
55.6543,solve.va_sample,2,326.363,
56.1546,solve.va_sample,2,326.363,
56.6548,solve.va_sample,2,326.363,
57.1550,solve.va_sample,2,326.363,
57.6552,solve.va_sample,2,326.363,
58.1555,solve.va_sample,2,326.363,
58.6557,solve.va_sample,2,326.363,
59.1559,solve.va_sample,2,326.363,
59.6562,solve.va_sample,2,326.363,
60.1564,solve.va_sample,2,326.363,
60.6566,solve.va_sample,2,326.363,
61.1568,solve.va_sample,2,326.363,
61.6571,solve.va_sample,2,326.363,
62.1573,solve.va_sample,2,326.363,
62.6575,solve.va_sample,2,326.363,
63.1577,solve.va_sample,2,326.363,
63.6580,solve.va_sample,2,326.363,
64.1582,solve.va_sample,2,326.363,
64.6584,solve.va_sample,2,326.363,
65.1586,solve.va_sample,2,326.363,
65.6589,solve.va_sample,2,326.363,
66.1591,solve.va_sample,2,326.363,
66.6593,solve.va_sample,2,326.363,
67.1595,solve.va_sample,2,326.363,
67.6597,solve.va_sample,2,326.363,
68.1600,solve.va_sample,2,326.363,
68.6602,solve.va_sample,2,326.363,
69.1605,solve.va_sample,2,326.363,
69.6607,solve.va_sample,2,326.363,
70.1609,solve.va_sample,2,326.363,
70.6612,solve.va_sample,2,326.363,
71.1614,solve.va_sample,2,326.363,
71.6616,solve.va_sample,2,326.363,
72.1618,solve.va_sample,2,326.363,
72.6621,solve.va_sample,2,326.363,
73.1623,solve.va_sample,2,326.363,
73.6625,solve.va_sample,2,326.363,
74.1627,solve.va_sample,2,326.363,
74.6630,solve.va_sample,2,326.363,
75.1632,solve.va_sample,2,326.363,
75.6635,solve.va_sample,2,326.363,
76.1637,solve.va_sample,2,326.363,
76.6639,solve.va_sample,2,326.363,
77.1641,solve.va_sample,2,326.363,
77.6644,solve.va_sample,2,326.363,
78.1646,solve.va_sample,2,326.363,
78.6648,solve.va_sample,2,326.363,
79.1650,solve.va_sample,2,326.363,
79.6652,solve.va_sample,2,326.363,
80.1655,solve.va_sample,2,326.363,
80.6657,solve.va_sample,2,326.363,
81.1659,solve.va_sample,2,326.363,
81.6661,solve.va_sample,2,326.363,
82.1663,solve.va_sample,2,326.363,
82.6665,solve.va_sample,2,326.363,
83.1668,solve.va_sample,2,326.363,
83.6670,solve.va_sample,2,326.363,
84.1673,solve.va_sample,2,326.363,
84.6675,solve.va_sample,2,326.363,
85.1677,solve.va_sample,2,326.363,
85.6680,solve.va_sample,2,326.363,
86.1682,solve.va_sample,2,326.363,
86.6684,solve.va_sample,2,326.363,
87.1687,solve.va_sample,2,326.363,
87.6689,solve.va_sample,2,326.363,
